Date,ACCELYA.NS,CASTROLIND.NS,COALINDIA.NS,DEEPAKNTR.NS,GSFC.NS,GSPL.NS,MGL.NS,NMDC.NS,SPIC.NS,SUNTV.NS,TATAMETALI.NS
2010-01-20,60.795494079589844,36.14208221435547,,,28.54604148864746,89.6061782836914,,307.7697448730469,18.25,298.3522644042969,153.24571228027344
2010-01-21,58.42116165161133,35.94635009765625,,,27.65143394470215,86.01473999023438,,287.511474609375,17.450000762939453,286.6693115234375,146.31771850585938
2010-01-22,58.202484130859375,36.43715286254883,,,27.563852310180664,86.01473999023438,,308.2603454589844,17.0,277.6516418457031,144.1221923828125
2010-01-25,59.13970947265625,35.65122985839844,,,26.81313133239746,84.3088150024414,,298.5641174316406,16.799999237060547,277.4691162109375,141.39004516601562
2010-01-27,57.202754974365234,35.19542694091797,,,25.43681526184082,79.41547393798828,,270.081298828125,16.549999237060547,270.2402648925781,128.65614318847656
2010-01-28,55.26579284667969,35.13405227661133,,,25.937294006347656,79.46038818359375,,276.25689697265625,16.350000381469727,283.4003601074219,130.51011657714844
2010-01-29,54.39104080200195,35.34442901611328,,,27.08839225769043,81.92948150634766,,287.07861328125,17.100000381469727,283.36376953125,137.7796630859375
2010-02-01,55.984344482421875,36.296966552734375,,,28.095603942871094,82.4233169555664,,288.43499755859375,17.850000381469727,293.59124755859375,139.29212951660156
2010-02-02,55.734413146972656,36.334922790527344,,,27.41370391845703,80.49291229248047,,279.1715393066406,17.25,284.6833190917969,137.43814086914062
2010-02-03,55.64069366455078,37.72566604614258,,,27.057117462158203,82.87223052978516,,280.3836364746094,17.399999618530273,290.80517578125,139.0969696044922
2010-02-04,54.85966873168945,37.784095764160156,,,26.819385528564453,81.4356689453125,,276.8863830566406,17.149999618530273,286.00311279296875,135.19384765625
2010-02-05,52.86021041870117,37.129642486572266,,,27.332374572753906,80.7173843383789,,258.302001953125,17.200000762939453,281.2375793457031,131.24195861816406
2010-02-08,53.48504638671875,38.21943283081055,,,27.332374572753906,81.25609588623047,,259.6893310546875,17.600000381469727,289.7420959472656,133.5350341796875
2010-02-09,53.7662239074707,38.08797836303711,,,28.15816307067871,80.35823822021484,,283.7652282714844,18.5,296.48712158203125,132.16893005371094
2010-02-10,54.578495025634766,38.75998306274414,,,27.150957107543945,81.03163146972656,,281.6553039550781,18.450000762939453,271.7433166503906,132.2665252685547
2010-02-11,53.547523498535156,39.732940673828125,,,27.426219940185547,81.2112045288086,,281.4530029296875,18.149999618530273,278.2316589355469,131.9738006591797
2010-02-15,53.29759216308594,41.094425201416016,,,27.069625854492188,80.44803619384766,,281.0195007324219,18.549999237060547,273.6493835449219,131.4371337890625
2010-02-16,53.39132308959961,41.14118194580078,,,27.182235717773438,80.62760162353516,,282.8980712890625,18.899999618530273,274.0526123046875,132.2665252685547
2010-02-17,53.7037353515625,41.535648345947266,,,27.219770431518555,80.62760162353516,,277.7823181152344,18.799999237060547,276.80194091796875,139.63365173339844
2010-02-18,52.86021041870117,38.2515869140625,,,28.039306640625,80.2684555053711,,266.8861389160156,18.649999618530273,272.2197570800781,135.87689208984375
2010-02-19,53.45380401611328,38.5612907409668,,,26.7318058013916,78.33806610107422,,264.5450134277344,17.850000381469727,272.8428955078125,132.75442504882812
2010-02-22,52.51656723022461,40.775821685791016,,,26.31265640258789,78.11360168457031,,256.0476379394531,18.549999237060547,271.3033752441406,136.0232696533203
2010-02-23,49.892295837402344,40.928245544433594,,,25.1990909576416,76.40766906738281,,253.53314208984375,18.700000762939453,269.8736877441406,133.1935272216797
2010-02-24,51.17319107055664,40.334163665771484,,,24.817472457885742,76.22808074951172,,248.7930908203125,18.950000762939453,267.41766357421875,131.9738006591797
2010-02-25,50.2359619140625,40.253299713134766,,,24.548465728759766,73.84878540039062,,247.319091796875,18.700000762939453,261.2591247558594,132.75442504882812
2010-02-26,50.70457458496094,40.36213302612305,,,24.38581085205078,76.67701721191406,,250.5850372314453,18.5,270.6802062988281,133.5350341796875
2010-03-02,51.39188766479492,41.024635314941406,,,24.23567008972168,80.22356414794922,,250.78744506835938,18.200000762939453,275.7023010253906,137.04782104492188
2010-03-03,52.54780197143555,41.310787200927734,,,24.554723739624023,79.86441802978516,,251.45208740234375,18.200000762939453,282.19061279296875,147.8789520263672
2010-03-04,52.89146423339844,41.15526580810547,,,24.723636627197266,80.22356414794922,,252.1747283935547,18.200000762939453,283.0704040527344,154.61181640625
2010-03-05,53.7037353515625,42.14125442504883,,,25.36800193786621,83.94966888427734,,240.873779296875,17.850000381469727,307.154541015625,150.70870971679688
2010-03-08,53.42255783081055,43.33560562133789,,,26.00611114501953,83.90476989746094,,232.28977966308594,18.5,299.8962707519531,150.07444763183594
2010-03-09,57.51517868041992,43.155208587646484,,,25.42430305480957,82.82734680175781,,218.3009796142578,18.350000381469727,300.4094543457031,147.3910675048828
2010-03-10,58.9522590637207,43.360443115234375,,,25.868478775024414,80.94184112548828,,220.61309814453125,18.149999618530273,300.226318359375,145.3419189453125
2010-03-11,57.01531982421875,43.20805740356445,,,25.93103790283203,81.57034301757812,,208.79202270507812,18.100000381469727,302.9754943847656,144.6588897705078
2010-03-12,55.109588623046875,42.55177307128906,,,26.162508010864258,80.80715942382812,,209.68797302246094,17.649999618530273,299.7864074707031,144.4637451171875
2010-03-15,56.17179489135742,42.45537567138672,,,25.30544090270996,80.62760162353516,,198.82064819335938,17.149999618530273,303.01214599609375,142.75613403320312
2010-03-16,59.10847854614258,42.72907257080078,,,25.530658721923828,80.49291229248047,,192.635498046875,17.450000762939453,313.4229431152344,143.24400329589844
2010-03-17,58.23371505737305,43.41334533691406,,,25.455583572387695,78.06868743896484,,209.34112548828125,17.25,307.0813293457031,145.78102111816406
2010-03-18,58.73357391357422,42.55802536010742,,,25.386770248413086,78.83187866210938,,207.11566162109375,17.100000381469727,304.5518493652344,144.1221923828125
2010-03-19,58.9522590637207,42.424278259277344,,,25.530658721923828,79.23590850830078,,208.35848999023438,17.549999237060547,307.7410888671875,145.48831176757812
2010-03-22,58.889793395996094,42.55489730834961,,,25.618244171142578,77.44020080566406,,199.88999938964844,17.899999618530273,303.745361328125,142.804931640625
2010-03-23,58.171241760253906,42.26875686645508,,,26.3564453125,78.69720458984375,,188.84922790527344,18.399999618530273,304.478515625,145.63467407226562
2010-03-25,56.79661560058594,42.318511962890625,,,26.131229400634766,79.01144409179688,,176.21885681152344,18.899999618530273,301.5826416015625,144.02464294433594
2010-03-26,56.640403747558594,42.32786178588867,,,26.062416076660156,79.41547393798828,,172.77940368652344,18.149999618530273,314.046142578125,143.5855255126953
2010-03-29,54.67221450805664,42.62954330444336,,,26.744314193725586,78.60741424560547,,164.8312225341797,18.600000381469727,311.9200134277344,142.36581420898438
2010-03-30,54.23483657836914,42.80995178222656,,,27.6389217376709,78.78697967529297,,170.23597717285156,20.350000381469727,308.657470703125,141.43882751464844
2010-03-31,54.984615325927734,43.10852813720703,,,27.688968658447266,78.78697967529297,,170.17820739746094,19.850000381469727,313.7895202636719,139.97515869140625
2010-04-01,54.76593017578125,43.391544342041016,,,27.69522476196289,80.31334686279297,,170.7273406982422,21.350000381469727,315.14599609375,141.7803497314453
2010-04-05,61.10791015625,43.53154373168945,,,28.020532608032227,81.34587097167969,,172.60598754882812,21.700000762939453,314.92596435546875,145.0979766845703
2010-04-06,59.57707977294922,45.319915771484375,,,27.72024917602539,81.79481506347656,,175.2072296142578,21.75,317.9318542480469,144.1221923828125
2010-04-07,57.92130661010742,44.63564682006836,,,28.89011573791504,80.89695739746094,,177.8662872314453,21.399999618530273,315.3292541503906,147.04953002929688
2010-04-08,58.1087532043457,45.08357620239258,,,30.03495979309082,80.8520736694336,,175.92977905273438,21.100000381469727,314.19281005859375,145.63467407226562
2010-04-09,60.35811233520508,45.32305908203125,,,30.20387077331543,84.03944396972656,,174.51356506347656,22.899999618530273,312.506591796875,145.82981872558594
2010-04-12,59.13970947265625,46.044647216796875,,,30.741886138916016,82.9620361328125,,173.73321533203125,24.0,311.0769348144531,144.610107421875
2010-04-13,59.54585647583008,45.78337860107422,,,31.44881820678711,81.79481506347656,,169.80242919921875,23.549999237060547,311.0401916503906,143.5855255126953
2010-04-15,61.67025375366211,47.34474182128906,,,31.630231857299805,80.98674011230469,,170.17820739746094,24.049999237060547,310.30706787109375,147.48863220214844
2010-04-16,60.35811233520508,48.526634216308594,,,32.1369743347168,80.67249298095703,,169.0799102783203,23.850000381469727,310.0871276855469,145.82981872558594
2010-04-19,62.17012023925781,47.3509521484375,,,31.31743621826172,80.08888244628906,,170.3804931640625,22.850000381469727,306.34808349609375,143.63430786132812
2010-04-20,70.29283905029297,46.42409896850586,,,31.817914962768555,83.81497955322266,,171.73895263671875,22.850000381469727,308.10760498046875,143.04888916015625
2010-04-21,71.10511016845703,45.48478317260742,,,32.71251678466797,83.0967025756836,,173.3574676513672,22.600000381469727,311.2236022949219,148.70834350585938
2010-04-22,70.3240966796875,45.26707077026367,,,32.04938507080078,83.94966888427734,,172.80836486816406,22.0,315.87908935546875,149.9768524169922
2010-04-23,73.7293701171875,45.27328109741211,,,31.89299201965332,83.90476989746094,,173.791015625,22.649999618530273,317.7852478027344,152.806640625
2010-04-26,73.10456085205078,45.192420959472656,,,32.412235260009766,83.23138427734375,,173.61758422851562,23.799999237060547,313.01983642578125,157.73428344726562
2010-04-27,70.79270935058594,45.60919952392578,,,32.0869255065918,85.4311294555664,,173.3574676513672,24.899999618530273,312.24993896484375,154.61181640625
2010-04-28,67.98100280761719,45.957550048828125,,,32.06189727783203,83.68030548095703,,171.1031036376953,23.799999237060547,308.32757568359375,148.12289428710938
2010-04-29,77.85323333740234,46.722679138183594,,,31.993085861206055,85.83515930175781,,171.16090393066406,22.649999618530273,306.89794921875,149.63536071777344
2010-04-30,74.63538360595703,45.63407897949219,,,32.562374114990234,85.65560150146484,,173.03953552246094,23.049999237060547,309.28076171875,147.63502502441406
2010-05-03,74.26049041748047,46.137943267822266,,,32.03688049316406,85.38623046875,,172.49041748046875,22.5,311.3701171875,147.53744506835938
2010-05-04,75.22895812988281,45.142662048339844,,,31.3549747467041,84.84751892089844,,171.1031036376953,21.399999618530273,308.5841979980469,144.3661651611328
2010-05-05,76.19744873046875,45.45368194580078,,,30.917051315307617,85.16178131103516,,169.22442626953125,20.549999237060547,303.195556640625,141.24368286132812
2010-05-06,75.69758605957031,45.49100112915039,,,31.498857498168945,84.12924194335938,,168.32843017578125,20.100000381469727,303.0855407714844,143.5855255126953
2010-05-07,72.8858642578125,46.18149185180664,,,30.616771697998047,83.05181121826172,,170.32266235351562,19.75,300.11627197265625,136.07203674316406
2010-05-10,74.07305145263672,47.002593994140625,,,30.91080093383789,84.75774383544922,,170.14927673339844,20.0,309.79388427734375,139.0481719970703
2010-05-11,75.51013946533203,47.74907302856445,,,30.77942657470703,83.94966888427734,,168.4151611328125,19.75,311.8833923339844,134.26686096191406
2010-05-12,73.76062774658203,47.027488708496094,,,31.80539894104004,83.72518920898438,,170.81405639648438,19.700000762939453,311.5534362792969,132.60804748535156
2010-05-13,76.69730377197266,47.29496383666992,,,32.337162017822266,83.50074005126953,,170.14927673339844,19.700000762939453,311.7001037597656,133.4862518310547
2010-05-14,74.229248046875,47.28252410888672,,,32.093177795410156,81.4356689453125,,168.5306854248047,19.5,322.4774475097656,128.36341857910156
2010-05-17,77.728271484375,47.326072692871094,,,31.94929313659668,82.91712951660156,,168.87757873535156,19.799999237060547,320.6078186035156,125.8263931274414
2010-05-18,78.79047393798828,47.03993225097656,,,32.04313659667969,84.12924194335938,,164.1086883544922,19.75,311.3335266113281,123.28938293457031
2010-05-19,75.22895812988281,46.41786193847656,,,31.242366790771484,81.34587097167969,,161.24734497070312,19.799999237060547,304.1485900878906,115.97105407714844
2010-05-20,74.76036071777344,46.08816909790039,,,31.179800033569336,81.88459014892578,,160.20680236816406,19.649999618530273,304.5152587890625,116.3613510131836
2010-05-21,75.47889709472656,45.6713981628418,,,31.498857498168945,82.15394592285156,,158.3570556640625,19.200000762939453,298.5400085449219,111.8239974975586
2010-05-24,74.76036071777344,46.915523529052734,,,31.21734046936035,81.97438049316406,,157.31655883789062,19.049999237060547,298.13677978515625,113.97071838378906
2010-05-25,70.51152801513672,46.39298629760742,,,30.241413116455078,79.23590850830078,,153.732666015625,18.25,296.04736328125,110.99459075927734
2010-05-26,70.29283905029297,46.46763229370117,,,30.69809341430664,81.92948150634766,,155.4089813232422,18.299999237060547,292.8213806152344,112.89736938476562
2010-05-27,74.91655731201172,46.84709548950195,,,28.60234260559082,81.34587097167969,,153.32801818847656,18.399999618530273,294.65423583984375,114.89768981933594
2010-05-28,75.1977310180664,46.66047668457031,,,27.9141845703125,82.24374389648438,,153.7904815673828,18.799999237060547,300.07952880859375,119.04474639892578
2010-05-31,77.50958251953125,47.17677307128906,,,27.219770431518555,84.8026351928711,,162.46124267578125,19.049999237060547,297.3669738769531,121.09387969970703
2010-06-01,77.63455200195312,46.355674743652344,,,28.677412033081055,85.29644775390625,,158.8194580078125,18.649999618530273,295.6073303222656,114.60496520996094
2010-06-02,78.22811126708984,47.550025939941406,,,30.335247039794922,88.6185302734375,,158.9351043701172,18.799999237060547,293.0046081542969,116.41016387939453
2010-06-03,81.1960678100586,48.92475891113281,,,30.028705596923828,88.798095703125,,158.50157165527344,19.149999618530273,295.57073974609375,118.50807189941406
2010-06-04,78.72797393798828,49.50949478149414,,,29.85354232788086,88.52873229980469,,158.32814025878906,18.649999618530273,291.501708984375,120.31326293945312
2010-06-07,76.10370635986328,48.85010528564453,,,30.135051727294922,86.14942169189453,,151.9695587158203,18.5,289.41229248046875,117.0444107055664
2010-06-08,80.47749328613281,49.7769775390625,,,30.20387077331543,84.53327941894531,,148.44346618652344,18.399999618530273,285.15997314453125,123.72847747802734
2010-06-09,79.415283203125,49.7829475402832,,,29.816001892089844,85.34135437011719,,147.69200134277344,18.399999618530273,288.1291809082031,122.89905548095703
2010-06-10,82.47694396972656,52.29008102416992,,,29.98491096496582,85.7453842163086,,148.09666442871094,18.649999618530273,305.3583984375,147.48863220214844
2010-06-11,83.50790405273438,52.109947204589844,,,29.859798431396484,86.05963134765625,,148.44346618652344,18.700000762939453,299.23651123046875,142.2682342529297
2010-06-14,83.28922271728516,52.271175384521484,,,30.172590255737305,85.5658187866211,,147.9521484375,18.700000762939453,299.1265563964844,143.04888916015625
2010-06-15,83.19548034667969,51.82975769042969,,,30.135051727294922,85.83515930175781,,151.6516876220703,18.700000762939453,302.2057800292969,148.07412719726562
2010-06-16,81.9770736694336,52.84395980834961,,,30.228899002075195,84.89241790771484,,151.36265563964844,18.799999237060547,295.1308288574219,146.5128631591797
2010-06-17,81.35226440429688,52.38315200805664,,,30.14131736755371,84.57816314697266,,153.2701873779297,18.450000762939453,295.0207824707031,143.19522094726562
2010-06-18,80.53997039794922,52.44535446166992,,,29.80974578857422,84.03944396972656,,153.18348693847656,18.350000381469727,295.4974365234375,140.31668090820312
2010-06-21,81.227294921875,52.831016540527344,,,29.415620803833008,87.67578125,,154.339599609375,18.75,296.1939392089844,141.43882751464844
2010-06-22,81.88335418701172,53.42223358154297,,,29.259220123291016,87.49620819091797,,153.1256866455078,18.549999237060547,295.1308288574219,138.85302734375
2010-06-23,82.19576263427734,54.199546813964844,,,29.403106689453125,88.0798110961914,,151.70947265625,19.5,296.8170471191406,140.12155151367188
2010-06-24,82.00833129882812,54.349334716796875,,,28.971445083618164,87.90023803710938,,152.80776977539062,20.100000381469727,297.6601257324219,140.02394104003906
2010-06-25,80.35254669189453,53.43466567993164,,,30.11629295349121,89.51638793945312,,153.732666015625,21.149999618530273,301.7292175292969,138.65786743164062
2010-06-28,80.16507720947266,54.71609878540039,,,31.042171478271484,90.14488983154297,,155.4089813232422,22.25,308.5108947753906,138.65786743164062
2010-06-29,79.32157135009766,55.32572937011719,,,31.36748695373535,91.0876235961914,,153.9927520751953,23.399999618530273,309.79388427734375,136.120849609375
2010-06-30,80.13385009765625,54.97140121459961,,,31.65526008605957,91.85081481933594,,153.50143432617188,24.5,320.387939453125,140.56063842773438
2010-07-01,78.60303497314453,53.8641471862793,,,32.24958419799805,91.76102447509766,,153.55921936035156,24.450000762939453,316.0256652832031,137.97482299804688
2010-07-02,78.07190704345703,53.658607482910156,,,34.73945236206055,90.3244400024414,,151.9695587158203,23.899999618530273,315.0726318359375,137.24298095703125
2010-07-05,77.75949096679688,53.5531005859375,,,35.94060516357422,93.82610321044922,,151.4782257080078,23.950000762939453,315.3658142089844,138.80421447753906
2010-07-06,77.35337829589844,53.148521423339844,,,35.277469635009766,93.64653015136719,,152.22972106933594,22.75,313.6063232421875,139.78001403808594
2010-07-07,77.69701385498047,52.893218994140625,,,35.00846481323242,91.76102447509766,,152.63433837890625,22.600000381469727,314.33941650390625,138.0236053466797
2010-07-08,78.35309600830078,53.59043502807617,,,34.576805114746094,92.25484466552734,,152.2008056640625,22.399999618530273,315.9523010253906,137.97482299804688
2010-07-09,79.477783203125,53.8641471862793,,,35.659088134765625,92.03038787841797,,152.98118591308594,22.350000381469727,315.3292541503906,137.7796630859375
2010-07-12,79.25909423828125,53.372474670410156,,,37.94877243041992,91.44677734375,,153.1256866455078,23.450000762939453,314.19281005859375,137.82846069335938
2010-07-13,79.19659423828125,53.67753219604492,,,37.8862190246582,91.53656005859375,,153.06787109375,23.850000381469727,319.69140625,142.6097412109375
2010-07-14,80.97736358642578,55.6865234375,,,37.42327880859375,91.40190124511719,,153.0100860595703,22.700000762939453,323.7237243652344,143.4391632080078
2010-07-15,80.35254669189453,56.457862854003906,,,38.05513000488281,90.41423034667969,,152.60545349121094,21.600000381469727,323.320556640625,144.8540496826172
2010-07-16,80.25880432128906,56.69424819946289,,,38.36792755126953,90.7284927368164,,152.6632537841797,21.600000381469727,329.29571533203125,144.3661651611328
2010-07-19,81.03982543945312,56.89977264404297,,,37.41075897216797,93.69142150878906,,151.5071563720703,21.600000381469727,334.46453857421875,144.0734100341797
2010-07-20,81.38348388671875,60.729209899902344,,,36.87274169921875,93.9158935546875,,149.2527618408203,21.450000762939453,341.1728515625,142.51217651367188
2010-07-21,84.41389465332031,62.107452392578125,,,36.62250900268555,93.51185607910156,,149.5417938232422,21.0,331.20196533203125,143.7806854248047
2010-07-22,81.1335678100586,62.260135650634766,,,36.25965881347656,94.1403579711914,,151.10250854492188,20.950000762939453,328.935791015625,143.34158325195312
2010-07-23,81.6646728515625,61.96857452392578,,,36.59122848510742,93.06291198730469,,149.94642639160156,20.850000381469727,323.14019775390625,141.48760986328125
2010-07-26,73.60442352294922,62.59833908081055,,,35.896812438964844,92.03038787841797,,150.98690795898438,20.549999237060547,325.2205810546875,140.56063842773438
2010-07-27,74.29174041748047,62.498687744140625,,,35.76544189453125,92.74868774414062,,151.39151000976562,20.350000381469727,332.09356689453125,139.78001403808594
2010-07-28,73.0108413696289,61.41888427734375,,,36.003173828125,91.80592346191406,,150.92906188964844,20.450000762939453,341.8643493652344,137.97482299804688
2010-07-29,71.07386016845703,61.73002243041992,,,35.81548309326172,96.20542907714844,,151.50936889648438,20.049999237060547,338.59503173828125,140.2678985595703
2010-07-30,70.16789245605469,61.597530364990234,,,35.77794647216797,95.57691192626953,,151.3643035888672,20.700000762939453,337.7034606933594,140.658203125
2010-08-02,75.51013946533203,61.17979431152344,,,39.07485580444336,97.55220031738281,,152.11863708496094,20.850000381469727,337.7776794433594,139.0481719970703
2010-08-03,79.91515350341797,60.49119567871094,,,38.15522384643555,97.05839538574219,,155.22314453125,20.399999618530273,351.7464294433594,138.6090850830078
2010-08-04,85.31988525390625,61.1135368347168,,,37.7360725402832,96.83392333984375,,156.00648498535156,19.899999618530273,349.4803771972656,138.0236053466797
2010-08-05,88.75641632080078,61.40562057495117,,,37.729820251464844,96.25030517578125,,154.8459014892578,20.75,342.4215393066406,138.9018096923828
2010-08-06,88.56897735595703,62.23363494873047,,,37.46706008911133,99.43771362304688,,156.12255859375,21.700000762939453,344.6507568359375,137.14540100097656
2010-08-09,89.10009002685547,62.352901458740234,,,37.3857421875,99.84174346923828,,155.48423767089844,21.25,350.2604675292969,137.82846069335938
2010-08-10,85.6948013305664,62.29298782348633,,,36.92905044555664,100.56002807617188,,152.29275512695312,21.299999237060547,350.0003662109375,137.04782104492188
2010-08-11,84.6638412475586,62.32640075683594,,,36.678810119628906,98.76432037353516,,152.0026092529297,21.25,354.1984558105469,134.55960083007812
2010-08-12,83.07051849365234,62.31315994262695,,,36.58497619628906,98.89899444580078,,149.2753143310547,21.950000762939453,362.5574645996094,139.6824188232422
2010-08-13,82.85184478759766,61.372230529785156,,,36.40980529785156,99.48259735107422,,149.15927124023438,22.350000381469727,378.4953308105469,145.1467742919922
2010-08-16,82.75811004638672,61.372230529785156,,,36.23463821411133,100.02132415771484,,149.04319763183594,21.649999618530273,362.6317443847656,142.95127868652344
2010-08-17,82.22698974609375,62.107452392578125,,,36.35349655151367,99.93153381347656,,147.5635223388672,21.5,359.0653076171875,140.7557830810547
2010-08-18,87.91291809082031,63.65164566040039,,,38.981014251708984,103.163818359375,,149.1302490234375,22.549999237060547,358.76812744140625,143.24400329589844
2010-08-19,88.6626968383789,64.40703582763672,,,38.399208068847656,106.21654510498047,,148.11477661132812,22.100000381469727,360.47705078125,141.7803497314453
2010-08-20,86.38208770751953,64.35401916503906,,,36.8852653503418,104.19635772705078,,149.73953247070312,23.25,359.8082275390625,140.99974060058594
2010-08-23,84.97624206542969,64.17484283447266,,,36.61000061035156,105.81250762939453,,149.07223510742188,24.450000762939453,356.3160705566406,141.82913208007812
2010-08-24,83.69534301757812,66.85874938964844,,,36.62250900268555,103.25360107421875,,147.5345001220703,24.0,351.78369140625,139.6824188232422
2010-08-25,83.25798034667969,64.9042739868164,,,35.79046630859375,102.04149627685547,,146.57704162597656,22.950000762939453,346.5453796386719,136.90145874023438
2010-08-26,85.35115051269531,64.12236785888672,,,35.452640533447266,101.77214050292969,,145.938720703125,23.0,346.5825500488281,137.29177856445312
2010-08-27,84.97624206542969,62.18699264526367,,,36.04070281982422,103.02913665771484,,143.24049377441406,22.100000381469727,346.4339294433594,135.14508056640625
2010-08-30,84.63257598876953,62.82310104370117,,,36.39103698730469,104.73506164550781,,142.83425903320312,23.25,350.89208984375,133.14471435546875
2010-08-31,84.6638412475586,63.207950592041016,,,36.68506622314453,103.34337615966797,,139.5557098388672,23.75,354.9415588378906,131.58348083496094
2010-09-01,85.0699462890625,64.62545013427734,,,36.134544372558594,105.58802795410156,,145.0103302001953,23.0,358.1365966796875,134.41323852539062
2010-09-02,84.2889404296875,65.99097442626953,,,36.12202835083008,105.7676010131836,,144.60415649414062,23.350000381469727,365.0094909667969,134.26686096191406
2010-09-03,85.2261734008789,66.81898498535156,,,36.666297912597656,106.171630859375,,144.54611206054688,23.350000381469727,365.8267517089844,137.97482299804688
2010-09-06,86.03843688964844,68.71410369873047,,,37.54214096069336,108.8203125,,147.73760986328125,22.850000381469727,366.9784851074219,140.17030334472656
2010-09-07,86.47581481933594,68.9791488647461,,,37.842430114746094,108.77542877197266,,151.77047729492188,22.850000381469727,376.86065673828125,142.46337890625
2010-09-08,87.35059356689453,68.47555541992188,,,39.91736602783203,106.44100189208984,,150.31980895996094,24.049999237060547,378.60675048828125,146.90316772460938
2010-09-09,89.63119506835938,68.04510498046875,,,41.87741470336914,103.79232788085938,,150.842041015625,24.399999618530273,377.82666015625,146.1713409423828
2010-09-13,100.7530746459961,69.92697143554688,,,41.91121292114258,101.16580963134766,,152.23472595214844,23.450000762939453,377.90093994140625,144.56130981445312
2010-09-14,100.06576538085938,69.52249908447266,,,40.83656692504883,98.3128890991211,,151.16122436523438,23.350000381469727,373.294189453125,142.170654296875
2010-09-15,97.47274017333984,70.01920318603516,,,39.95792770385742,98.94686889648438,,150.842041015625,22.950000762939453,366.7184753417969,141.73155212402344
2010-09-16,99.46649932861328,68.60169982910156,,,41.24209213256836,97.54303741455078,,151.10317993164062,22.950000762939453,368.91033935546875,142.31703186035156
2010-09-17,99.90956115722656,69.16468048095703,,,42.78308868408203,98.81101989746094,,154.46878051757812,23.0,376.4520263671875,142.07308959960938
2010-09-20,99.08676147460938,68.11137390136719,,,42.019351959228516,99.26385498046875,,157.80535888671875,23.600000381469727,385.3683166503906,143.34158325195312
2010-09-21,98.29557800292969,66.80574798583984,,,41.228572845458984,98.13172912597656,,157.2250518798828,23.0,381.3931579589844,139.3896942138672
2010-09-22,98.58038330078125,65.63262176513672,,,40.43780517578125,98.04116821289062,,157.37014770507812,24.149999618530273,377.677978515625,139.3896942138672
2010-09-23,99.30828094482422,65.27481842041016,,,40.201236724853516,99.49029541015625,,155.74537658691406,26.299999237060547,376.8978576660156,139.58485412597656
2010-09-24,97.7892074584961,65.64642333984375,,,40.40400314331055,101.9809341430664,,154.93299865722656,25.25,385.3310546875,139.82879638671875
2010-09-27,97.72592163085938,64.301025390625,,,40.47834777832031,103.06776428222656,,154.64285278320312,23.950000762939453,394.5445861816406,140.6094207763672
2010-09-28,97.59934997558594,67.1502914428711,,,40.21475601196289,102.66020202636719,,156.12255859375,23.200000762939453,391.2381591796875,139.3896942138672
2010-09-29,97.28286743164062,66.17652130126953,,5.467174053192139,39.63349533081055,103.74703979492188,,153.4242401123047,22.700000762939453,381.5417175292969,138.51148986816406
2010-09-30,97.47274017333984,67.46836853027344,,5.538095474243164,39.60646057128906,99.44500732421875,,151.79953002929688,23.25,385.62835693359375,137.48692321777344
2010-10-01,97.7892074584961,66.93136596679688,,5.49030065536499,40.843326568603516,101.39222717285156,,160.85179138183594,22.950000762939453,393.5043029785156,141.87791442871094
2010-10-04,96.58666229248047,66.65997314453125,,5.545805931091309,41.1474723815918,101.84507751464844,,164.94273376464844,22.950000762939453,391.4981994628906,145.24435424804688
