SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
509069,INFOMEDIA   ,T ,Q,3.61,3.97,3.61,3.61,3.61,3.79,10,12150,45386.00,,INE669A01022,01-Apr-21,,
509073,HATHWAY BHAW,XT,Q,16.35,17.00,15.55,17.00,17.00,16.35,37,3542,58805.00,,INE525B01016,01-Apr-21,,
509077,PRESSMN     ,B ,Q,21.35,23.65,21.30,23.10,23.40,21.65,106,10141,235013.00,,INE980A01023,01-Apr-21,,
509079,GUFIC BIO SC,B ,Q,116.00,120.50,112.85,116.10,116.15,114.30,558,18203,2137502.00,,INE742B01025,01-Apr-21,,
509148,GOVIND RUBB.,Z ,Q,3.07,3.07,3.07,3.07,3.07,3.23,45,34885,107096.00,,INE011C01015,01-Apr-21,,
509152,GRPLTD      ,B ,Q,809.85,952.80,809.85,910.15,910.15,794.00,610,2249,2057254.00,,INE137I01015,01-Apr-21,,
509162,INDAG RUBBER,X ,Q,89.00,91.00,86.50,87.05,87.05,89.90,179,24129,2134929.00,,INE802D01023,01-Apr-21,,
509196,M.M.RUBBER  ,XT,Q,52.75,53.80,51.80,51.80,51.80,52.75,9,660,34544.00,,INE159E01026,01-Apr-21,,
509220,PTL LTD     ,B ,Q,39.20,40.15,39.00,39.25,39.25,38.80,133,8586,339030.00,,INE034D01031,01-Apr-21,,
509243,TVS SRICHAKR,A ,Q,1810.00,1818.00,1783.50,1796.50,1800.00,1776.25,265,602,1086625.00,,INE421C01016,01-Apr-21,,
509438,BENARES HOT ,XT,Q,1261.60,1299.00,1243.10,1299.00,1299.00,1279.40,29,126,159452.00,,INE664D01019,01-Apr-21,,
509449,BHAGWATI OXY,XT,Q,12.85,12.85,12.85,12.85,12.85,12.85,3,5,64.00,,INE026I01010,01-Apr-21,,
509470,BOMOXY-B1   ,X ,Q,11112.00,11500.00,11111.00,11255.10,11255.10,11025.00,30,41,466031.00,,INE01TL01014,01-Apr-21,,
509472,CRAVATEX    ,X ,Q,309.00,309.00,270.00,275.15,274.50,289.95,26,178,49440.00,,INE145E01017,01-Apr-21,,
509480,BERGE PAINT ,A ,Q,768.00,770.00,761.80,764.20,764.85,764.65,746,16227,12429378.00,,INE463A01038,01-Apr-21,,
509486,CAPRIHANS   ,X ,Q,78.55,84.95,76.50,84.15,84.15,80.80,132,33964,2830925.00,,INE479A01018,01-Apr-21,,
509488,GRAPHITE IN.,A ,Q,520.00,580.20,518.55,557.75,557.75,511.90,9311,364734,199757579.00,,INE371A01025,01-Apr-21,,
509496,ITDCEM      ,A ,Q,78.60,79.75,77.90,78.90,79.00,77.60,166,25684,2029465.00,,INE686A01026,01-Apr-21,,
509525,EMPIRE IND. ,X ,Q,648.35,658.00,637.20,646.75,646.10,630.75,31,357,231879.00,,INE515H01014,01-Apr-21,,
509546,GRAVISS HOSP,X ,Q,14.85,15.58,14.85,15.58,15.58,14.85,2,11,164.00,,INE214F01026,01-Apr-21,,
509557,GARFIBRES   ,A ,Q,2598.95,2625.00,2582.05,2616.35,2601.35,2569.05,648,1579,4118519.00,,INE276A01018,01-Apr-21,,
509563,GARWA.MARINE,X ,Q,4.51,4.51,4.51,4.51,4.51,4.60,5,251,1132.00,,INE925D01014,01-Apr-21,,
509567,GOA CARBON  ,B ,Q,280.70,302.20,277.10,301.00,301.00,274.75,514,18677,5565451.00,,INE426D01013,01-Apr-21,,
509597,HARDCASTLE  ,X ,Q,175.50,175.50,175.50,175.50,175.50,174.90,1,200,35100.00,,INE722D01015,01-Apr-21,,
509631,HEG LIMITED ,A ,Q,1480.50,1603.80,1480.00,1581.95,1581.95,1464.15,5712,86533,134270165.00,,INE545A01016,01-Apr-21,,
509635,HIND.COMPOSI,B ,Q,258.60,274.00,258.60,272.55,272.90,264.90,158,6995,1881224.00,,INE310C01029,01-Apr-21,,
509675,HIL         ,A ,Q,3057.10,3065.00,2980.85,3014.00,3014.00,3046.30,98,270,819884.00,,INE557A01011,01-Apr-21,,
509692,IND.CARD    ,B ,Q,135.00,136.25,133.30,135.80,135.80,135.00,74,6060,814599.00,,INE061A01014,01-Apr-21,,
509709,INT.CONVEYOR,X ,Q,42.80,46.75,42.75,46.75,46.75,43.50,35,52712,2344263.00,,INE575C01027,01-Apr-21,,
509715,JAYSHRE TEA ,B ,Q,67.30,68.70,67.20,68.20,68.70,66.20,74,2803,190568.00,,INE364A01020,01-Apr-21,,
509820,HUHTAMAKI   ,A ,Q,285.00,289.00,278.00,287.30,289.00,280.30,421,11893,3389493.00,,INE275B01026,01-Apr-21,,
509835,PREMIER SYN.,XT,Q,17.20,17.20,17.20,17.20,17.20,16.88,5,423,7275.00,,INE940N01012,01-Apr-21,,
509874,SHALIMAR PAI,B ,Q,99.90,99.90,96.95,97.30,97.30,97.60,280,13413,1311945.00,,INE849C01026,01-Apr-21,,
509895,HIND MILLS  ,X ,Q,236.00,257.90,236.00,257.05,257.90,235.50,9,160,40728.00,,INE832D01020,01-Apr-21,,
509930,SUPREM IND  ,A ,Q,2050.00,2050.00,1986.90,2015.65,2013.50,2037.50,672,2838,5706486.00,,INE195A01028,01-Apr-21,,
509945,THACKER     ,XT,Q,211.00,211.00,211.00,211.00,211.00,211.00,2,100,21100.00,,INE077P01034,01-Apr-21,,
509966,VST INDUS.  ,A ,Q,3414.55,3414.55,3344.75,3369.90,3369.90,3390.85,174,303,1020658.00,,INE710A01016,01-Apr-21,,
510245,SWASTI VINAY,XT,Q,8.00,8.32,8.00,8.32,8.32,8.16,182,83988,679909.00,,INE804A01025,01-Apr-21,,
511012,YAMINI INVES,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,12,22500,11025.00,,INE457N01025,01-Apr-21,,
511034,JINDAL DRILL,B ,Q,87.30,94.25,87.30,93.55,93.90,89.85,110,5836,533087.00,,INE742C01031,01-Apr-21,,
511066,SAKTHI FIN. ,X ,Q,17.45,17.50,15.90,16.20,16.50,16.55,48,1860,30362.00,,INE302E01014,01-Apr-21,,
511072,DEWAN H.FIN.,B ,Q,15.70,16.35,15.70,16.30,16.35,15.60,724,355569,5775097.00,,INE202B01012,01-Apr-21,,
511076,SAT IND LTD ,X ,Q,18.35,19.25,18.00,19.15,19.15,18.35,9,3248,59838.00,,INE065D01027,01-Apr-21,,
511108,SHIVA TEXYAM,B ,Q,130.60,146.50,128.00,138.75,138.75,140.45,29,2627,366603.00,,INE705C01020,01-Apr-21,,
511110,V.B.DESAI   ,X ,Q,3.40,3.40,3.40,3.40,3.40,3.40,4,240,816.00,,INE848D01018,01-Apr-21,,
511116,QUADRANT    ,X ,Q,0.22,0.22,0.22,0.22,0.22,0.21,100,1870223,411449.00,,INE527B01020,01-Apr-21,,
511131,KAMAN HSG   ,X ,Q,4.59,4.59,4.59,4.59,4.59,4.58,1,1,4.00,,INE344D01018,01-Apr-21,,
511144,ASYAINFO    ,X ,Q,3.90,4.10,3.90,3.96,3.95,4.08,16,72,287.00,,INE520G01016,01-Apr-21,,
511147,WALL ST.FIN.,XT,Q,19.85,20.75,18.90,20.00,20.00,19.85,16,143,2922.00,,INE549D01012,01-Apr-21,,
511153,ANJANIFOODS ,XT,Q,227.90,230.00,208.60,222.05,215.10,219.50,50,3137,688017.00,,INE096I01013,01-Apr-21,,
511176,PARSHWANA   ,X ,Q,26.25,26.25,25.00,25.15,26.25,25.00,14,126,3286.00,,INE635I01018,01-Apr-21,,
511187,MILLENNIUM  ,X ,Q,0.98,0.98,0.98,0.98,0.98,0.94,2,140,137.00,,INE570N01025,01-Apr-21,,
511196,CANFIN HOMES,A ,Q,615.50,617.55,602.50,612.10,608.30,612.85,786,24867,15123977.00,,INE477A01020,01-Apr-21,,
511208,IL & FS INVE,B ,Q,3.96,4.04,3.89,4.04,4.04,3.86,84,43386,172581.00,,INE050B01023,01-Apr-21,,
511218,SHRIRAM TRAN,A ,Q,1450.00,1478.00,1425.25,1472.55,1472.55,1421.90,3398,92552,134586655.00,,INE721A01013,01-Apr-21,,
511243,CHOLAFIN    ,A ,Q,565.00,568.45,549.50,563.50,563.50,558.80,1445,72125,40341505.00,,INE121A01024,01-Apr-21,,
511333,VLS FINANCE ,B ,Q,81.95,83.30,81.05,82.70,82.80,81.90,93,3229,265442.00,,INE709A01018,01-Apr-21,,
511355,IND CEM CAP ,X ,Q,4.89,5.13,4.89,5.13,5.13,4.89,8,408,2043.00,,INE429D01017,01-Apr-21,,
511359,AD-MANUM FIN,X ,Q,15.60,17.05,15.60,17.05,17.05,16.26,13,1223,19526.00,,INE556D01017,01-Apr-21,,
511377,MEHTA I.FIN ,XT,Q,2.69,2.69,2.69,2.69,2.69,2.69,3,118,317.00,,INE240B01012,01-Apr-21,,
511389,VIDEOCON IND,Z ,Q,4.21,4.42,4.10,4.38,4.38,4.21,348,322563,1397949.00,,INE703A01011,01-Apr-21,,
511391,INTER GLOB F,XT,Q,13.25,13.51,13.25,13.51,13.51,13.25,5,640,8626.00,,INE661M01016,01-Apr-21,,
511413,CREST       ,B ,Q,85.85,85.85,83.00,84.10,84.10,84.00,6,12,1011.00,,INE559D01011,01-Apr-21,,
511431,VAKRANGEE   ,A ,Q,57.40,58.85,57.00,58.45,58.45,56.05,1297,429057,24890679.00,,INE051B01021,01-Apr-21,,
511441,GUJ.CREDIT  ,XT,Q,3.80,3.80,3.80,3.80,3.80,3.75,1,50,190.00,,INE034B01019,01-Apr-21,,
511463,ALEXANDER   ,X ,Q,19.40,19.50,18.55,19.00,19.00,18.60,45,10564,201373.00,,INE191N01012,01-Apr-21,,
511473,IND.BANK MER,B ,Q,13.07,13.07,12.80,12.83,12.83,12.73,28,4105,53009.00,,INE841B01017,01-Apr-21,,
511501,BHARAT BHUSH,X ,Q,15.45,16.60,15.45,16.35,16.40,15.70,12,771,12670.00,,INE900A01013,01-Apr-21,,
511505,CAPITAL TRUS,T ,Q,100.90,100.90,92.15,99.10,100.50,96.15,68,3461,337812.00,,INE707C01018,01-Apr-21,,
511509,VIVO BIO TEC,X ,Q,55.75,55.75,48.00,50.55,50.10,47.90,44,2978,149332.00,,INE380K01017,01-Apr-21,,
511525,PAN INDIA C ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,10,190754,93469.00,,INE376A01032,01-Apr-21,,
511533,SAHARA HOUSG,X ,Q,35.05,37.00,35.00,35.60,35.60,35.40,20,246,8954.00,,INE135C01012,01-Apr-21,,
511535,NDA SECURIT.,X ,Q,5.90,5.90,5.90,5.90,5.90,5.91,1,100,590.00,,INE026C01013,01-Apr-21,,
511543,GSB FINANCE ,X ,Q,8.22,8.22,8.22,8.22,8.22,7.83,1,1,8.00,,INE777C01011,01-Apr-21,,
511549,MORARKA FIN.,X ,Q,32.05,33.80,31.50,33.30,33.30,32.20,30,2113,67891.00,,INE367A01015,01-Apr-21,,
511551,MONARCH     ,X ,Q,63.00,66.15,62.00,66.15,66.15,63.00,51,22635,1475029.00,,INE903D01011,01-Apr-21,,
511557,PRO FIN CAP.,X ,Q,30.10,31.75,30.10,31.75,31.75,30.05,6,83,2595.00,,INE732K01019,01-Apr-21,,
511559,TIMES GUARAN,B ,Q,28.10,28.10,24.75,24.75,24.75,25.65,21,351,9165.00,,INE289C01025,01-Apr-21,,
511571,SOMDATT FIN ,X ,Q,13.95,13.95,12.76,12.76,12.76,13.40,3,150,2068.00,,INE754C01010,01-Apr-21,,
511585,REGENCY TRUS,X ,Q,1.87,1.87,1.87,1.87,1.87,1.90,1,10,18.00,,INE425F01028,01-Apr-21,,
511589,AVONMORE    ,X ,Q,19.95,20.00,17.60,18.50,18.50,18.20,36,5661,103444.00,,INE323B01016,01-Apr-21,,
511593,LIBORD FIN  ,X ,Q,5.88,6.00,5.88,6.00,6.00,6.00,2,2,11.00,,INE212B01011,01-Apr-21,,
511597,PALSOFT INFO,XT,Q,2.66,2.66,2.66,2.66,2.66,2.66,1,5,13.00,,INE969B01016,01-Apr-21,,
511601,YASH MANAGE.,X ,Q,14.00,14.00,13.00,13.75,13.75,13.97,16,1025,13829.00,,INE216B01012,01-Apr-21,,
511605,ARIHANT CAP.,X ,Q,70.05,72.80,70.00,72.35,72.80,70.45,42,4091,290780.00,,INE420B01028,01-Apr-21,,
511609,ISL CONSULT ,X ,Q,11.21,11.95,11.21,11.21,11.95,11.80,3,1841,20638.00,,INE569B01022,01-Apr-21,,
511611,DCM FINANCIA,T ,Q,1.30,1.30,1.30,1.30,1.30,1.25,2,140,182.00,,INE891B01012,01-Apr-21,,
511628,IMCAP       ,X ,Q,55.35,57.80,52.60,56.85,56.85,55.35,26,1514,81345.00,,INE417D01012,01-Apr-21,,
511630,SAMBHAAV MED,B ,Q,2.11,2.11,1.99,2.06,2.06,2.01,10,2041,4225.00,,INE699B01027,01-Apr-21,,
511658,NETTLINX LTD,X ,Q,67.50,67.50,65.00,67.35,67.45,67.30,32,3117,209271.00,,INE027D01019,01-Apr-21,,
511672,SCANSTL     ,XT,Q,17.50,19.15,17.35,19.15,19.15,18.25,17,6063,115074.00,,INE099G01011,01-Apr-21,,
511676,GIC HOUSING ,A ,Q,116.45,123.20,116.45,122.10,122.00,116.45,496,29674,3557302.00,,INE289B01019,01-Apr-21,,
511700,STD.CAP.MRKT,XT,Q,1.24,1.24,1.24,1.24,1.24,1.24,1,1,1.00,,INE625D01010,01-Apr-21,,
511710,CUBICAL FIN.,X ,Q,1.82,1.82,1.70,1.80,1.80,1.76,15,3240,5813.00,,INE717D01023,01-Apr-21,,
511714,NIMBSPROJ   ,XT,Q,16.50,16.50,16.50,16.50,16.50,16.65,4,475,7837.00,,INE875B01015,01-Apr-21,,
511716,ESCORT FINAN,XT,Q,3.35,3.35,3.04,3.32,3.32,3.20,10,1793,5807.00,,INE359A01012,01-Apr-21,,
511724,BAID LEASING,X ,Q,27.00,30.70,27.00,27.35,30.70,26.75,4,136,3721.00,,INE020D01014,01-Apr-21,,
511726,VIPUL LTD   ,T ,Q,29.95,30.20,28.30,30.20,30.20,28.80,6,857,25830.00,,INE946H01037,01-Apr-21,,
511728,KZ LEAS FIN.,X ,Q,9.80,9.80,9.80,9.80,9.80,9.40,1,25,245.00,,INE006C01015,01-Apr-21,,
511736,USHDEV INTNL,XT,Q,0.31,0.32,0.31,0.32,0.32,0.31,24,234641,75065.00,,INE981D01025,01-Apr-21,,
511742,UGROCAP     ,X ,Q,116.05,122.95,116.05,117.05,117.05,120.75,126,9191,1085570.00,,INE583D01011,01-Apr-21,,
511754,SHALIB.FINAN,X ,Q,56.65,57.75,55.00,57.75,57.75,55.00,4,218,12316.00,,INE861D01011,01-Apr-21,,
511756,ABIRAMI FIN.,Z ,Q,3.71,3.71,3.71,3.71,3.71,3.70,2,4,14.00,,INE195I01013,01-Apr-21,,
511764,UPASANA FIN.,X ,Q,12.72,12.96,11.84,12.96,12.96,12.35,4,251,3071.00,,INE819K01014,01-Apr-21,,
511766,MUTHOOT CAP ,B ,Q,372.30,380.00,365.50,378.05,376.10,367.35,667,5159,1910180.00,,INE296G01013,01-Apr-21,,
512018,CNI RES LTD ,XT,Q,1.63,1.70,1.63,1.64,1.63,1.71,7,1112,1819.00,,INE135H01029,01-Apr-21,,
512020,SARASW.COMM.,X ,Q,2118.70,2118.70,2118.70,2118.70,2118.70,2017.85,6,39,82629.00,,INE967G01019,01-Apr-21,,
512047,ROYAL IND   ,X ,Q,0.72,0.75,0.72,0.75,0.75,0.72,3,50,36.00,,INE510H01015,01-Apr-21,,
512048,LUHARUKA    ,X ,Q,0.46,0.46,0.46,0.46,0.46,0.46,2,447,205.00,,INE195E01020,01-Apr-21,,
512068,DECCANGOLD  ,X ,Q,16.60,16.60,16.60,16.60,16.60,15.85,147,102962,1709169.00,,INE945F01025,01-Apr-21,,
512070,UPL         ,A ,Q,647.55,656.70,635.00,653.85,653.85,642.20,8151,384177,248318100.00,,INE628A01036,01-Apr-21,,
512093,CRANES SOFTW,XT,Q,1.64,1.64,1.64,1.64,1.64,1.67,11,1925,3157.00,,INE234B01023,01-Apr-21,,
512131,SIGNET IND  ,B ,Q,31.20,32.00,30.00,31.25,31.25,30.20,27,1182,36706.00,,INE529F01035,01-Apr-21,,
512161,SECURKLOUD  ,B ,Q,78.45,79.35,77.25,79.35,79.35,75.60,36,3264,256980.00,,INE650K01021,01-Apr-21,,
512165,ABANSENT    ,X ,Q,120.00,123.10,101.00,111.55,111.55,113.00,80,5436,614264.00,,INE365O01010,01-Apr-21,,
512169,CAPRICORN   ,XT,Q,7.51,7.51,7.51,7.51,7.51,7.90,1,20,150.00,,INE968E01012,01-Apr-21,,
512175,VAMA INDS   ,X ,Q,7.49,7.49,6.90,7.03,7.19,7.27,22,2939,20727.00,,INE685D01022,01-Apr-21,,
512179,SUNTECK REAL,A ,Q,286.00,298.65,279.20,281.40,281.40,278.90,2609,96512,28010960.00,,INE805D01034,01-Apr-21,,
512217,PRISM MEDI  ,X ,Q,11.42,11.42,11.42,11.42,11.42,11.65,20,1164,13292.00,,INE730E01016,01-Apr-21,,
512229,VERITAS     ,XT,Q,70.05,70.05,70.05,70.05,70.05,68.70,40,16510,1156525.00,,INE379J01029,01-Apr-21,,
512237,JAI CORP LTD,A ,Q,86.25,88.50,85.05,87.90,87.90,84.45,1089,141169,12253276.00,,INE070D01027,01-Apr-21,,
512247,ASHIRWAD CAP,XT,Q,4.45,4.46,4.15,4.25,4.15,4.26,194,57184,245738.00,,INE894A01026,01-Apr-21,,
512257,SVARTCORP   ,X ,Q,3.25,3.29,3.09,3.22,3.23,3.15,79,19125,61039.00,,INE895A01023,01-Apr-21,,
512267,MEDIA MATRIX,X ,Q,4.90,4.90,4.60,4.65,4.65,4.77,41,48989,226681.00,,INE200D01020,01-Apr-21,,
512279,NNTL        ,Z ,Q,5.60,5.60,5.60,5.60,5.60,5.60,1,4,22.00,,INE043F01011,01-Apr-21,,
512296,BHAGYA INL  ,T ,Q,41.55,45.40,41.55,44.45,43.80,43.25,19,2362,104981.00,,INE458B01036,01-Apr-21,,
512301,CHAMBAL BREW,X ,Q,1.24,1.25,1.24,1.25,1.25,1.30,3,500,624.00,,INE417N01011,01-Apr-21,,
512344,ARAVALI SEC.,X ,Q,1.59,1.59,1.59,1.59,1.59,1.52,3,211,335.00,,INE068C01015,01-Apr-21,,
512379,CRESSANDA SO,XT,Q,0.50,0.50,0.49,0.49,0.49,0.49,15,4854,2378.00,,INE716D01033,01-Apr-21,,
512381,STARTECK    ,X ,Q,79.90,79.90,75.60,78.25,78.25,78.55,256,12000,932244.00,,INE992I01013,01-Apr-21,,
512393,SHARDUL SECU,XT,Q,48.50,51.95,48.50,51.95,51.95,49.50,3,301,14606.00,,INE037B01012,01-Apr-21,,
512437,APOLLO FIN I,X ,Q,339.95,346.20,338.00,339.50,339.00,329.05,52,1783,604890.00,,INE412D01013,01-Apr-21,,
512453,SHRI JAGDAMB,X ,Q,520.00,520.00,501.10,511.30,512.25,509.45,125,1239,631298.00,,INE564J01026,01-Apr-21,,
512455,LLOYDS MET E,XT,Q,11.18,11.20,10.61,11.20,11.20,11.00,92,27393,304957.00,,INE281B01032,01-Apr-21,,
512463,SHREE GLOBAL,XT,Q,2.30,2.33,2.27,2.33,2.33,2.33,30,2322,5390.00,,INE080I01025,01-Apr-21,,
512477,BETEX INDIA ,X ,Q,44.40,46.20,44.40,44.50,45.85,45.30,51,5912,264072.00,,INE765L01017,01-Apr-21,,
512481,POLYTEX(P)  ,XT,Q,2.20,2.22,2.16,2.22,2.22,2.20,10,3205,7059.00,,INE012F01016,01-Apr-21,,
512489,OASIS SECUR.,X ,Q,22.80,22.80,22.80,22.80,22.80,24.00,1,5,114.00,,INE876A01015,01-Apr-21,,
512493,GARNET INTL ,X ,Q,22.85,23.95,22.80,23.25,23.25,23.95,9,2869,65918.00,,INE590B01010,01-Apr-21,,
512499,SHALIMAR PRO,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,68,208551,102189.00,,INE435E01020,01-Apr-21,,
512519,DONEAR IND. ,B ,Q,31.10,31.65,30.30,31.35,31.40,29.85,117,11787,366662.00,,INE668D01028,01-Apr-21,,
512527,SUPER SAL IN,XT,Q,565.00,585.00,560.00,578.05,580.00,560.90,14,280,161670.00,,INE091C01017,01-Apr-21,,
512529,SEQUENT     ,A ,Q,243.00,249.55,243.00,243.50,243.90,240.90,689,29884,7350812.00,,INE807F01027,01-Apr-21,,
512531,STC INDIA   ,B ,Q,77.00,78.00,76.55,78.00,78.00,74.30,53,3580,277012.00,,INE655A01013,01-Apr-21,,
512565,R.T.EXPORTS ,X ,Q,2.32,2.33,2.32,2.33,2.33,2.43,7,1855,4308.00,,INE581D01015,01-Apr-21,,
512573,AVANTI FEEDS,A ,Q,417.75,430.50,417.75,418.80,418.80,414.80,5563,63663,26883053.00,,INE871C01038,01-Apr-21,,
512587,ZODIAC JRD  ,B ,Q,25.00,26.30,24.65,25.80,25.80,25.00,13,184,4595.00,,INE077B01018,01-Apr-21,,
512597,KEYFINSER   ,B ,Q,55.10,57.40,55.00,57.40,57.40,54.70,9,344,19020.00,,INE681C01015,01-Apr-21,,
512599,ADANI ENTER ,A ,Q,1044.00,1115.30,1034.95,1107.30,1107.30,1030.85,12881,571877,619994936.00,,INE423A01024,01-Apr-21,,
512604,HARIA EXPORT,X ,Q,0.90,0.90,0.90,0.90,0.90,0.94,4,100,90.00,,INE772B01014,01-Apr-21,,
512608,BHANDARI HOS,T ,Q,2.30,2.36,2.24,2.34,2.36,2.25,14,10216,23626.00,,INE474E01029,01-Apr-21,,
512618,RLF LIMITED.,XT,Q,3.94,3.94,3.94,3.94,3.94,3.87,2,56,220.00,,INE629C01014,01-Apr-21,,
512626,ORBIT EXPORT,B ,Q,58.35,58.95,57.00,57.00,57.00,57.60,138,7440,425486.00,,INE231G01010,01-Apr-21,,
512634,SAVERA IND  ,X ,Q,44.30,44.30,44.20,44.25,44.25,43.40,4,7,309.00,,INE104E01014,01-Apr-21,,
513005,VBC FERRO   ,XT,Q,12.05,12.05,11.53,11.57,11.57,12.08,5,675,7838.00,,INE114E01013,01-Apr-21,,
513010,TATASTLLP   ,A ,Q,716.70,759.00,716.70,754.55,754.55,723.10,1077,17484,13024884.00,,INE674A01014,01-Apr-21,,
513023,NAV BHAR VEN,A ,Q,70.20,75.25,69.90,73.10,73.10,69.60,2262,299785,21936227.00,,INE725A01022,01-Apr-21,,
513043,REMI EDEL   ,X ,Q,17.80,17.80,17.50,17.80,17.80,17.05,6,306,5361.00,,INE158G01015,01-Apr-21,,
513063,TRANSFREIGHT,XT,Q,9.81,9.81,9.81,9.81,9.81,9.99,5,781,7661.00,,INE360D01014,01-Apr-21,,
513097,SHIV.BIMETAL,X ,Q,85.00,86.90,84.00,85.45,85.50,85.20,223,11093,947107.00,,INE386D01027,01-Apr-21,,
513108,GANDHI SP.TU,B ,Q,270.00,274.75,270.00,272.35,272.35,266.00,20,528,143864.00,,INE524B01027,01-Apr-21,,
513117,AMFORGE IND.,XT,Q,1.73,1.77,1.73,1.73,1.73,1.76,7,1801,3119.00,,INE991A01020,01-Apr-21,,
513121,ORICON ENT  ,T ,Q,18.50,18.80,18.25,18.75,18.75,17.95,31,8025,149186.00,,INE730A01022,01-Apr-21,,
513149,ACROW INDIA ,X ,Q,110.50,130.70,110.50,129.95,129.95,119.60,8,303,38176.00,,INE950D01012,01-Apr-21,,
513179,NAT STL AGRO,T ,Q,4.07,4.07,4.07,4.07,4.07,4.28,9,2066,8408.00,,INE088B01015,01-Apr-21,,
513216,UTTAM GALVA ,T ,Q,7.52,7.89,7.52,7.52,7.52,7.91,103,42509,320978.00,,INE699A01011,01-Apr-21,,
513228,PENNAR STEEL,B ,Q,16.65,18.30,16.60,17.50,17.50,16.25,216,54083,954279.00,,INE932A01024,01-Apr-21,,
513250,JYOTI STRUCT,Z ,Q,4.89,4.89,4.82,4.89,4.89,4.66,17,1894,9261.00,,INE197A01024,01-Apr-21,,
513262,ST.STR.WHEEL,B ,Q,712.45,727.55,702.00,719.25,715.80,700.95,525,3609,2591802.00,,INE802C01017,01-Apr-21,,
513269,MAN IND.(I) ,B ,Q,78.50,82.00,78.50,80.80,80.60,79.80,332,24445,1975592.00,,INE993A01026,01-Apr-21,,
513295,IMEC        ,X ,Q,1.17,1.17,1.17,1.17,1.17,1.23,1,1,1.00,,INE611C01012,01-Apr-21,,
513303,MODERN STEEL,X ,Q,3.72,3.72,3.72,3.72,3.72,3.90,1,500,1860.00,,INE001F01019,01-Apr-21,,
513305,TERRASCOPE  ,X ,Q,1.79,1.97,1.79,1.97,1.97,1.88,21,10644,19791.00,,INE346M01022,01-Apr-21,,
513307,SYNTHIKO FOI,XT,Q,25.65,25.65,23.25,25.40,23.25,24.45,6,119,2827.00,,INE363L01029,01-Apr-21,,
513335,METALFORGE  ,T ,Q,5.35,5.35,5.01,5.10,5.10,5.18,8,1241,6319.00,,INE425A01011,01-Apr-21,,
513337,GUJ.TOOLROOM,XT,Q,5.13,5.13,5.13,5.13,5.13,5.40,1,1,5.00,,INE145J01024,01-Apr-21,,
513343,GRAND FOUND ,B ,Q,2.06,2.06,2.06,2.06,2.06,2.05,1,280,576.00,,INE534A01028,01-Apr-21,,
513349,AJMERA      ,B ,Q,114.35,120.65,114.35,120.00,119.65,117.50,498,17139,2044962.00,,INE298G01027,01-Apr-21,,
513353,COCHIN MIN. ,X ,Q,116.90,117.05,115.05,116.55,117.00,114.45,38,4006,467709.00,,INE105D01013,01-Apr-21,,
513361,ISW LTD     ,XT,Q,0.77,0.77,0.71,0.72,0.71,0.74,55,83378,61908.00,,INE072A01029,01-Apr-21,,
513369,RAJKUMAR FRG,X ,Q,42.45,42.45,41.00,42.45,42.45,38.60,35,10753,454910.00,,INE013J01016,01-Apr-21,,
513375,CARBORUNDUM ,A ,Q,522.00,522.00,504.60,507.50,509.00,509.15,783,14374,7347918.00,,INE120A01034,01-Apr-21,,
513377,MINERAL&METL,A ,Q,42.70,46.60,42.55,46.60,46.60,42.40,3794,1142409,51342483.00,,INE123F01029,01-Apr-21,,
513403,PM TELELINN ,XT,Q,5.02,5.02,5.02,5.02,5.02,4.79,5,1238,6214.00,,INE092C01015,01-Apr-21,,
513434,TATA METALIK,A ,Q,814.15,852.50,808.85,843.60,843.60,814.15,2171,50454,42119960.00,,INE056C01010,01-Apr-21,,
513436,SHAH ALLOYS ,T ,Q,7.73,8.50,7.73,8.50,8.50,8.13,14,5750,46843.00,,INE640C01011,01-Apr-21,,
513446,JSWISPL     ,B ,Q,26.25,27.55,26.25,27.55,27.55,26.25,184,62856,1727375.00,,INE743C01021,01-Apr-21,,
513452,ELANGO INDUS,XT,Q,2.24,2.24,2.24,2.24,2.24,2.25,1,45,100.00,,INE594D01018,01-Apr-21,,
513456,KANISHK ST. ,XT,Q,8.74,9.66,8.74,8.90,8.90,9.20,17,1935,17272.00,,INE791E01018,01-Apr-21,,
513472,SIMPLEX CAST,X ,Q,15.30,15.30,15.30,15.30,15.30,15.25,1,150,2295.00,,INE658D01011,01-Apr-21,,
513488,SH.STEEL WIR,X ,Q,23.35,23.35,22.45,23.00,23.05,22.45,9,613,14051.00,,INE387D01025,01-Apr-21,,
513496,MEWAT ZINC  ,P ,Q,12.80,12.80,12.80,12.80,12.80,12.80,1,100,1280.00,,INE235U01012,01-Apr-21,,
513502,BARODA EXTR.,XT,Q,0.97,0.97,0.97,0.97,0.97,0.98,26,6175,5989.00,,INE927K01023,01-Apr-21,,
513509,KALYANI FORG,T ,Q,200.00,200.00,196.00,196.00,196.00,193.00,13,401,78600.00,,INE314G01014,01-Apr-21,,
