SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1420.95,1425.00,1393.00,1397.25,1397.25,1417.40,920,5140,7217095.00,,INE117A01022,01-Apr-21,,
500003,AEGIS LOGIS ,A ,Q,303.05,308.70,292.65,301.25,301.25,297.75,707,17547,5288039.00,,INE208C01025,01-Apr-21,,
500008,AMAR RAJA BA,A ,Q,867.00,867.00,856.00,859.95,859.95,853.50,447,8515,7322259.00,,INE885A01032,01-Apr-21,,
500009,A.SARABHAI  ,X ,Q,18.15,18.15,17.50,17.80,17.80,17.65,151,35908,641223.00,,INE432A01017,01-Apr-21,,
500010,HDFC        ,A ,Q,2524.00,2538.00,2480.45,2530.95,2530.95,2498.95,9795,151856,381409863.00,,INE001A01036,01-Apr-21,,
500012,ANDHRA PETRO,X ,Q,62.80,64.80,59.20,64.05,64.05,61.75,826,185595,11627934.00,,INE714B01016,01-Apr-21,,
500013,ANSAL INFRAS,B ,Q,6.05,6.11,6.05,6.11,6.11,5.87,10,4250,25952.00,,INE436A01026,01-Apr-21,,
500014,UTIQUE      ,X ,Q,1.74,1.75,1.74,1.74,1.74,1.83,16,6312,10989.00,,INE096A01010,01-Apr-21,,
500020,BOM DYEING  ,A ,Q,71.35,73.50,70.75,73.40,73.40,70.15,1696,292526,21222522.00,,INE032A01023,01-Apr-21,,
500023,ASIANHOTNR  ,B ,Q,61.00,61.00,60.50,60.70,60.70,60.50,3,7,424.00,,INE363A01022,01-Apr-21,,
500027,ATUL LTD.   ,A ,Q,7080.00,7450.00,7062.00,7404.05,7404.05,7075.85,732,1955,14311126.00,,INE100A01010,01-Apr-21,,
500028,ATV PROJECTS,XT,Q,4.14,4.31,4.14,4.24,4.27,4.14,14,5252,22058.00,,INE447A01015,01-Apr-21,,
500031,BAJAJ ELECT.,A ,Q,990.00,999.55,975.65,990.45,990.45,977.40,1101,5914,5840506.00,,INE193E01025,01-Apr-21,,
500032,BAJAJHIND   ,A ,Q,6.30,6.54,6.30,6.43,6.43,6.19,2989,764417,4884654.00,,INE306A01021,01-Apr-21,,
500033,FORCE MOTR  ,A ,Q,1170.00,1220.35,1170.00,1198.80,1206.75,1169.55,359,1739,2075638.00,,INE451A01017,01-Apr-21,,
500034,BAJFINANCE  ,A ,Q,5216.00,5285.00,5162.10,5270.00,5270.00,5148.90,5163,63755,332456150.00,,INE296A01024,01-Apr-21,,
500038,BALRAM.CHINI,A ,Q,220.60,220.60,213.00,214.00,214.00,214.50,1906,151882,32785484.00,,INE119A01028,01-Apr-21,,
500039,BANCO PROD. ,B ,Q,141.60,148.00,141.25,147.75,147.35,140.60,319,8505,1240955.00,,INE213C01025,01-Apr-21,,
500040,CENTURY TEXT,A ,Q,466.00,471.00,455.60,458.65,458.65,464.70,943,26517,12261557.00,,INE055A01016,01-Apr-21,,
500041,BANNARI AMAN,A ,Q,1615.25,1685.00,1615.25,1647.00,1647.00,1570.00,26,49,80319.00,,INE459A01010,01-Apr-21,,
500042,BASF INDIA  ,A ,Q,2089.80,2160.95,2089.80,2133.55,2131.05,2073.55,518,2914,6189207.00,,INE373A01013,01-Apr-21,,
500043,BATA INDIA  ,A ,Q,1420.00,1437.40,1410.30,1424.40,1424.40,1404.65,1457,24399,34765912.00,,INE176A01028,01-Apr-21,,
500048,BEML LTD    ,A ,Q,1259.90,1332.30,1257.00,1319.35,1319.35,1255.35,1166,22019,28499212.00,,INE258A01016,01-Apr-21,,
500049,BHARAT ELECT,A ,Q,126.15,126.95,124.35,126.10,126.10,125.10,2813,425939,53572407.00,,INE263A01024,01-Apr-21,,
500052,BHANSALI ENG,A ,Q,142.00,154.00,142.00,152.75,152.75,140.00,1409,96193,14456918.00,,INE922A01025,01-Apr-21,,
500055,TATASTLBSL  ,B ,Q,52.65,55.85,52.60,55.40,55.40,52.15,4324,1419522,76961313.00,,INE824B01021,01-Apr-21,,
500058,BIHAR SPONGE,XT,Q,2.17,2.17,2.17,2.17,2.17,2.13,5,1420,3081.00,,INE819C01011,01-Apr-21,,
500060,BIRLACABLE  ,B ,Q,61.55,63.35,60.80,62.95,62.95,60.45,321,18905,1172940.00,,INE800A01015,01-Apr-21,,
500067,BLUE STAR   ,A ,Q,952.00,958.00,917.05,922.15,922.15,937.45,1330,13401,12528996.00,,INE472A01039,01-Apr-21,,
500068,DISA INDIA  ,X ,Q,4701.00,4798.70,4577.05,4715.45,4798.70,4682.95,63,424,1959466.00,,INE131C01011,01-Apr-21,,
500069,BNK CAPITAL ,X ,Q,182.00,182.00,171.10,178.70,178.70,166.85,499,193146,34603538.00,,INE418C01012,01-Apr-21,,
500074,BPL LTD.    ,B ,Q,23.00,23.85,23.00,23.85,23.85,22.75,65,9082,214202.00,,INE110A01019,01-Apr-21,,
500078,OAL         ,B ,Q,592.45,594.45,580.45,587.00,587.00,586.80,116,1737,1022486.00,,INE959C01023,01-Apr-21,,
500083,CENTURY EXT ,B ,Q,4.32,4.60,4.29,4.54,4.54,4.25,63,51757,226278.00,,INE281A01026,01-Apr-21,,
500084,CESC LTD.   ,A ,Q,599.00,609.70,599.00,607.45,607.45,593.00,564,11752,7115465.00,,INE486A01013,01-Apr-21,,
500085,CHAMBAL FERT,A ,Q,233.00,233.30,226.60,230.20,230.20,228.80,1139,72210,16670688.00,,INE085A01013,01-Apr-21,,
500086,EXIDE IND.  ,A ,Q,184.90,186.30,184.30,185.90,186.15,183.55,1650,90973,16879677.00,,INE302A01020,01-Apr-21,,
500087,CIPLA LTD.  ,A ,Q,822.00,823.80,811.80,818.30,817.00,815.25,4438,85178,69735299.00,,INE059A01026,01-Apr-21,,
500089,DIC INDIA   ,B ,Q,390.10,402.45,390.10,394.05,394.05,393.20,30,462,184503.00,,INE303A01010,01-Apr-21,,
500092,CRISIL LTD  ,A ,Q,1870.35,1870.35,1768.10,1790.40,1790.40,1836.15,628,3651,6600786.00,,INE007A01025,01-Apr-21,,
500093,CGPOWER     ,B ,Q,68.85,69.50,66.75,68.70,68.70,66.85,734,160175,10962251.00,,INE067A01029,01-Apr-21,,
500096,DABUR (I)   ,A ,Q,539.00,543.85,536.25,538.60,538.60,540.70,1686,49136,26552233.00,,INE016A01026,01-Apr-21,,
500097,DALMIASUG   ,A ,Q,189.45,189.45,183.00,184.25,184.00,186.55,293,13303,2457931.00,,INE495A01022,01-Apr-21,,
500101,ARVIND Ltd  ,A ,Q,66.95,69.40,66.80,69.15,69.20,65.70,624,134116,9088155.00,,INE034A01011,01-Apr-21,,
500102,BALARPUR IND,Z ,Q,1.10,1.13,1.05,1.13,1.13,1.08,310,1344830,1512099.00,,INE294A01037,01-Apr-21,,
500103,BHEL        ,A ,Q,48.90,51.15,48.90,50.95,50.95,48.75,5127,2343633,118070309.00,,INE257A01026,01-Apr-21,,
500104,HIND.PETRO  ,A ,Q,236.00,238.70,232.45,237.40,237.40,234.55,1832,140829,33200787.00,,INE094A01015,01-Apr-21,,
500106,IFCI LTD    ,A ,Q,12.09,12.63,12.09,12.62,12.62,12.03,8573,1171011,14649150.00,,INE039A01010,01-Apr-21,,
500108,MAHA.TELE   ,B ,Q,18.90,19.75,18.90,19.45,19.45,18.81,1103,806627,15755402.00,,INE153A01019,01-Apr-21,,
500109,MRPL        ,A ,Q,39.40,40.60,39.05,40.00,40.00,38.80,432,87475,3484610.00,,INE103A01014,01-Apr-21,,
500110,CHENNAI PET.,A ,Q,100.00,103.50,99.70,103.05,103.35,100.10,349,27639,2809205.00,,INE178A01016,01-Apr-21,,
500111,REL.CAP.    ,B ,Q,11.03,11.29,10.84,11.29,11.29,10.76,810,1524828,17167137.00,,INE013A01015,01-Apr-21,,
500112,STATE BANK  ,A ,Q,366.65,371.80,363.00,370.55,370.55,364.35,23294,1939410,712261267.00,,INE062A01020,01-Apr-21,,
500113,STEEL AUTH. ,A ,Q,79.50,84.40,79.45,83.80,83.80,78.85,19166,6645361,547044925.00,,INE114A01011,01-Apr-21,,
500114,TITAN       ,A ,Q,1565.00,1593.20,1551.70,1558.50,1558.50,1557.40,2563,48474,76066869.00,,INE280A01028,01-Apr-21,,
500116,IDBI BANK L ,A ,Q,38.85,39.50,38.45,39.00,39.00,38.55,1875,969969,37813549.00,,INE008A01015,01-Apr-21,,
500117,DCW LTD.    ,B ,Q,26.55,28.70,26.55,28.15,28.10,26.20,412,169047,4687722.00,,INE500A01029,01-Apr-21,,
500119,DHAMPUR SUGA,A ,Q,183.80,188.50,183.80,185.90,185.30,183.00,625,34336,6385567.00,,INE041A01016,01-Apr-21,,
500120,DIAMINES&CHM,X ,Q,269.10,282.00,265.00,279.65,278.50,264.15,318,7815,2165582.00,,INE591D01014,01-Apr-21,,
500123,ELANTAS     ,A ,Q,3386.00,3387.00,3326.10,3368.65,3368.65,3373.70,38,176,590401.00,,INE280B01018,01-Apr-21,,
500124,DR.REDDY'S  ,A ,Q,4535.00,4594.75,4521.85,4587.85,4587.85,4515.60,2369,20720,94532399.00,,INE089A01023,01-Apr-21,,
500125,E.I.D.PAR   ,A ,Q,324.20,325.90,319.25,324.20,325.50,318.70,669,22163,7158707.00,,INE126A01031,01-Apr-21,,
500126,PGHL        ,A ,Q,6206.00,6206.65,6122.00,6171.95,6173.90,6192.55,230,530,3269326.00,,INE199A01012,01-Apr-21,,
500128,ELEC.CASTING,B ,Q,24.90,25.80,24.90,25.70,25.70,25.00,205,51698,1305788.00,,INE086A01029,01-Apr-21,,
500133,ESAB INDIA  ,A ,Q,1823.65,1835.00,1788.05,1829.05,1834.70,1794.50,198,647,1176268.00,,INE284A01012,01-Apr-21,,
500135,EPL         ,A ,Q,236.50,243.65,233.75,235.80,235.80,235.65,644,29419,7029564.00,,INE255A01020,01-Apr-21,,
500136,ESTER INDUS.,B ,Q,119.00,121.40,117.00,118.80,119.00,116.80,503,32801,3922828.00,,INE778B01029,01-Apr-21,,
500144,FINOL. CABLE,A ,Q,384.05,391.00,383.45,389.05,387.25,380.85,112,1589,614540.00,,INE235A01022,01-Apr-21,,
500147,COCKERILL   ,X ,Q,833.10,845.00,827.00,845.00,845.00,833.10,9,119,99925.00,,INE515A01019,01-Apr-21,,
500148,UFLEX LTD   ,A ,Q,380.95,390.00,378.75,387.40,390.00,377.65,407,13906,5309164.00,,INE516A01017,01-Apr-21,,
500150,FOSECO INDIA,B ,Q,1170.65,1200.00,1160.55,1199.80,1200.00,1143.10,53,120,143492.00,,INE519A01011,01-Apr-21,,
500151,GOLDEN TOB  ,B ,Q,37.50,41.65,37.50,40.80,40.95,40.15,84,1129,45583.00,,INE973A01010,01-Apr-21,,
500153,GANESH BENZO,X ,Q,63.00,69.00,63.00,67.80,67.50,62.25,474,48673,3270117.00,,INE388A01029,01-Apr-21,,
500159,METROGLOBL  ,X ,Q,54.95,56.75,54.25,55.00,55.00,54.95,16,550,30507.00,,INE085D01033,01-Apr-21,,
500160,GTL LTD.    ,B ,Q,5.47,5.47,5.10,5.47,5.47,5.21,64,36024,194926.00,,INE043A01012,01-Apr-21,,
500163,GODFREY PH  ,A ,Q,920.90,934.55,920.55,928.55,925.00,912.55,374,5508,5109683.00,,INE260B01028,01-Apr-21,,
500164,GODREJ IND  ,A ,Q,555.85,555.85,533.60,540.30,540.00,542.50,812,10193,5516631.00,,INE233A01035,01-Apr-21,,
500165,KANSAI NERO ,A ,Q,599.50,604.70,585.95,591.60,591.60,600.65,584,11017,6553858.00,,INE531A01024,01-Apr-21,,
500166,GOODRICKE   ,X ,Q,206.95,219.25,206.95,217.15,219.20,208.85,110,6192,1317723.00,,INE300A01016,01-Apr-21,,
500168,GOODYEAR (I),A ,Q,903.75,924.90,894.45,917.75,911.55,891.45,249,1705,1554618.00,,INE533A01012,01-Apr-21,,
500170,GTN INDUS   ,X ,Q,11.85,11.85,10.80,10.87,10.86,11.31,18,241,2633.00,,INE537A01013,01-Apr-21,,
500171,GHCL LTD    ,A ,Q,231.30,232.95,226.75,229.50,230.00,230.25,1431,41548,9517158.00,,INE539A01019,01-Apr-21,,
500173,GFLLIMITED  ,T ,Q,78.35,78.35,78.35,78.35,78.35,82.45,109,7635,598202.00,,INE538A01037,01-Apr-21,,
500174,GUJ.LEASE   ,B ,Q,2.54,2.54,2.48,2.50,2.50,2.55,4,2126,5393.00,,INE540A01017,01-Apr-21,,
500179,HCL INFOSYS ,B ,Q,9.18,9.32,8.96,9.32,9.32,8.88,255,139664,1294631.00,,INE236A01020,01-Apr-21,,
500180,HDFC BANK   ,A ,Q,1502.00,1502.00,1469.85,1486.50,1486.50,1493.55,12243,381560,566141484.00,,INE040A01034,01-Apr-21,,
500182,HEROMOTOCO  ,A ,Q,2941.00,3003.75,2930.40,2958.10,2958.10,2915.15,5556,58365,173506535.00,,INE158A01026,01-Apr-21,,
500183,HFCL        ,A ,Q,25.35,26.95,25.05,26.40,26.40,25.20,1935,728005,18963221.00,,INE548A01028,01-Apr-21,,
500184,HSCL        ,A ,Q,42.00,44.50,41.95,43.95,43.95,41.70,5014,1331516,58159751.00,,INE019C01026,01-Apr-21,,
500185,HIND.CONSTN.,A ,Q,8.35,8.47,8.35,8.47,8.47,8.07,2977,873583,7375045.00,,INE549A01026,01-Apr-21,,
500186,HIND.OIL EXP,A ,Q,97.90,99.00,97.00,98.00,98.00,96.80,729,64411,6298945.00,,INE345A01011,01-Apr-21,,
500187,HSIL        ,B ,Q,151.20,161.50,151.20,159.60,159.20,153.50,1457,55288,8668217.00,,INE415A01038,01-Apr-21,,
500188,HINDUS.ZI   ,A ,Q,278.00,282.85,274.30,280.10,280.10,272.80,1568,54604,15277849.00,,INE267A01025,01-Apr-21,,
500189,NXTDIGITAL  ,B ,Q,447.00,490.75,447.00,489.50,489.50,459.15,30,310,150535.00,,INE353A01023,01-Apr-21,,
500191,HMT LTD.    ,Z ,Q,30.00,32.05,30.00,31.95,31.35,30.70,25,1873,59100.00,,INE262A01018,01-Apr-21,,
500192,PRAG BOSIMI ,XT,Q,1.61,1.61,1.60,1.60,1.60,1.68,13,8406,13464.00,,INE962B01011,01-Apr-21,,
500193,HLVLTD      ,B ,Q,5.90,6.19,5.90,6.13,6.13,5.74,76,17371,105056.00,,INE102A01024,01-Apr-21,,
500199,I.G.PETRO   ,B ,Q,428.75,433.00,423.50,430.15,430.00,414.20,274,2233,955567.00,,INE204A01010,01-Apr-21,,
500201,IND.GLYCOLS ,A ,Q,421.65,443.95,421.00,439.15,440.00,416.80,1667,38049,16528319.00,,INE560A01015,01-Apr-21,,
500206,MARGO FIN   ,X ,Q,8.17,8.17,8.17,8.17,8.17,8.60,4,550,4493.00,,INE680B01019,01-Apr-21,,
500207,INDO RAMA   ,B ,Q,37.65,39.75,37.65,39.00,39.00,38.90,98,21814,854442.00,,INE156A01020,01-Apr-21,,
500209,INFOSYS LTD ,A ,Q,1380.00,1391.50,1370.70,1385.30,1385.30,1367.75,5056,141773,196004828.00,,INE009A01021,01-Apr-21,,
500210,INGERSOLL   ,A ,Q,700.00,700.00,679.85,695.10,692.60,683.30,372,2705,1877334.00,,INE177A01018,01-Apr-21,,
500211,INSILCO LTD.,X ,Q,6.38,6.73,6.36,6.68,6.72,6.55,86,27406,178231.00,,INE901A01011,01-Apr-21,,
500213,INTER.TRAVEL,X ,Q,58.95,63.95,58.00,62.00,62.00,58.60,68,5842,360144.00,,INE262B01016,01-Apr-21,,
500214,ION EXCHANGE,A ,Q,1328.90,1328.90,1282.40,1297.75,1297.75,1306.45,939,33516,43419147.00,,INE570A01014,01-Apr-21,,
500215,AGRO TECH FO,A ,Q,833.35,836.00,820.20,825.45,824.50,838.35,149,903,744966.00,,INE209A01019,01-Apr-21,,
500219,JAIN IRRIG  ,A ,Q,18.75,19.35,18.65,19.35,19.35,18.45,1003,905223,17447776.00,,INE175A01038,01-Apr-21,,
500220,JASCH INDUST,X ,Q,62.00,62.40,59.00,59.70,59.90,61.40,60,12304,747917.00,,INE711C01010,01-Apr-21,,
500223,JCT LTD     ,X ,Q,1.09,1.11,1.02,1.03,1.03,1.07,434,2353939,2468734.00,,INE945A01026,01-Apr-21,,
500227,JINDAL POLYF,A ,Q,775.00,775.00,731.85,768.45,768.45,740.35,1038,10715,8088472.00,,INE197D01010,01-Apr-21,,
500228,JSWSL       ,A ,Q,471.65,512.90,471.00,508.60,508.60,467.85,14003,1135165,564992127.00,,INE019A01038,01-Apr-21,,
500231,UMANG DAIR  ,B ,Q,60.00,61.95,57.20,59.95,59.95,59.05,58,3600,215555.00,,INE864B01027,01-Apr-21,,
500233,KAJARIA CER.,A ,Q,947.00,950.30,927.75,941.90,940.30,924.10,351,3761,3515016.00,,INE217B01036,01-Apr-21,,
500234,KAKATIYA CEM,B ,Q,171.90,174.15,169.05,173.90,173.90,169.70,188,1870,322148.00,,INE437B01014,01-Apr-21,,
500235,KALYANI STEL,A ,Q,322.70,349.40,313.60,335.45,335.45,318.70,3265,74062,24833819.00,,INE907A01026,01-Apr-21,,
500238,WHIRLPOOL   ,A ,Q,2236.40,2260.95,2212.20,2225.60,2245.00,2229.85,1197,3949,8815127.00,,INE716A01013,01-Apr-21,,
500239,KG DENIM    ,X ,Q,28.75,29.80,28.10,29.40,29.40,27.70,45,4639,134986.00,,INE104A01012,01-Apr-21,,
500240,KINETIC ENG.,XT,Q,41.85,41.85,40.05,41.00,40.65,40.05,13,1185,48210.00,,INE266B01017,01-Apr-21,,
500241,KIRL.BROS.  ,B ,Q,243.85,285.00,243.10,259.70,259.70,239.80,2733,70829,18692676.00,,INE732A01036,01-Apr-21,,
500243,KIRL INDUS  ,B ,Q,1288.35,1306.80,1246.10,1254.90,1251.60,1241.85,49,314,396386.00,,INE250A01039,01-Apr-21,,
500245,KIRL.FERROUS,B ,Q,164.60,174.60,164.10,173.45,173.45,164.30,1538,72553,12433186.00,,INE884B01025,01-Apr-21,,
500246,ENVAIN ELECT,XT,Q,32.00,32.75,32.00,32.65,32.75,31.25,7,625,20095.00,,INE601C01013,01-Apr-21,,
500247,KOTAK MAH.BK,A ,Q,1765.00,1812.70,1751.00,1804.45,1804.45,1754.00,8028,132157,235772080.00,,INE237A01028,01-Apr-21,,
500249,KSB         ,A ,Q,910.00,910.10,886.15,892.05,888.45,895.35,205,609,544532.00,,INE999A01015,01-Apr-21,,
500250,L.G.BALKRISH,A ,Q,308.00,313.00,299.20,310.20,313.00,305.75,320,4552,1400783.00,,INE337A01034,01-Apr-21,,
500251,TRENT LTD.  ,A ,Q,755.00,762.95,740.35,751.75,751.75,751.50,1885,33274,24913918.00,,INE849A01020,01-Apr-21,,
500252,LAXMIMACH   ,A ,Q,6853.70,6893.20,6749.00,6876.65,6885.00,6789.05,104,186,1273295.00,,INE269B01029,01-Apr-21,,
500253,LIC HOUS.FIN,A ,Q,432.45,433.85,424.15,432.80,432.80,428.10,1885,102428,43994028.00,,INE115A01026,01-Apr-21,,
500257,LUPIN LTD.  ,A ,Q,1028.00,1034.80,1019.10,1027.90,1027.90,1020.95,3134,110653,114038896.00,,INE326A01037,01-Apr-21,,
500259,LYKA LABS   ,T ,Q,27.25,27.30,26.05,27.30,27.30,26.00,29,3252,87622.00,,INE933A01014,01-Apr-21,,
500260,RAMCOCEM    ,A ,Q,1006.00,1028.50,1003.25,1026.60,1025.00,1003.15,979,13896,14139225.00,,INE331A01037,01-Apr-21,,
500264,MAFATLAL IND,X ,Q,88.30,92.00,88.30,91.15,92.00,87.90,29,1191,106988.00,,INE270B01027,01-Apr-21,,
500265,MAH.SEAMLESS,A ,Q,270.50,289.30,270.00,283.95,284.00,275.75,640,13182,3667745.00,,INE271B01025,01-Apr-21,,
500266,MAH.SCOOTER ,A ,Q,3608.40,3627.30,3525.90,3612.70,3607.70,3572.30,229,534,1920712.00,,INE288A01013,01-Apr-21,,
500267,MAJESTIC AUT,X ,Q,108.00,109.00,105.10,105.30,105.25,107.50,24,1751,185041.00,,INE201B01022,01-Apr-21,,
500268,MANALI PETRO,B ,Q,60.00,65.20,60.00,65.20,65.20,59.30,902,356516,23050747.00,,INE201A01024,01-Apr-21,,
500271,MFSL        ,A ,Q,867.25,883.15,862.50,879.95,879.95,859.35,817,28488,24933016.00,,INE180A01020,01-Apr-21,,
500277,MID INDIA IN,XT,Q,3.57,3.57,3.57,3.57,3.57,3.50,1,50,178.00,,INE401C01018,01-Apr-21,,
500279,MIRC ELECT  ,T ,Q,13.75,14.40,13.30,14.15,14.12,13.72,136,87243,1240304.00,,INE831A01028,01-Apr-21,,
500280,CENTURY ENKA,B ,Q,247.10,259.90,247.10,257.45,257.80,253.35,111,2312,596082.00,,INE485A01015,01-Apr-21,,
500284,LORDS CHLORO,X ,Q,31.65,31.65,29.50,31.65,31.65,30.15,12,1953,61596.00,,INE846D01012,01-Apr-21,,
500285,SPICEJET LTD,A ,Q,70.55,72.60,69.80,72.15,72.15,69.50,3027,356195,25350364.00,,INE285B01017,01-Apr-21,,
500288,MOREPEN LAB.,A ,Q,32.70,34.30,32.05,34.10,34.30,32.15,1439,424335,14196698.00,,INE083A01026,01-Apr-21,,
500290,MRF LTD.    ,A ,Q,82864.45,83442.85,82200.05,83172.20,83054.50,82218.70,410,628,51988019.00,,INE883A01011,01-Apr-21,,
500292,HEIDEL CEM  ,A ,Q,235.00,241.40,233.10,238.85,238.85,233.05,535,19664,4699086.00,,INE578A01017,01-Apr-21,,
500294,NCC         ,A ,Q,77.90,82.30,77.90,81.10,81.10,79.00,1266,273352,22024932.00,,INE868B01028,01-Apr-21,,
500295,VEDL        ,A ,Q,229.90,231.80,228.75,231.15,231.15,228.65,2253,2868358,661131093.00,,INE205A01025,01-Apr-21,,
500296,NAHAR SPG.  ,B ,Q,106.90,107.40,104.10,104.10,104.10,103.90,22,1130,120227.00,,INE290A01027,01-Apr-21,,
500298,NAT.PEROXIDE,A ,Q,2199.95,2298.75,2199.95,2281.15,2281.15,2193.60,2677,30166,68456504.00,,INE585A01020,01-Apr-21,,
500300,GRASIM IND. ,A ,Q,1469.50,1469.50,1437.30,1455.45,1454.00,1452.10,2608,202241,292825319.00,,INE047A01021,01-Apr-21,,
500302,PEL         ,A ,Q,1799.00,1819.25,1763.30,1776.25,1776.25,1752.00,2733,36490,65379084.00,,INE140A01024,01-Apr-21,,
500304,NIIT LTD.   ,A ,Q,141.90,165.35,141.90,165.35,165.35,137.80,4115,165780,26573137.00,,INE161A01038,01-Apr-21,,
500306,JAYKAY      ,XT,Q,38.55,38.55,38.55,38.55,38.55,37.80,50,36758,1417020.00,,INE903A01025,01-Apr-21,,
500307,NIRLON      ,A ,Q,271.00,277.00,263.00,270.10,273.20,273.20,64,3096,836306.00,,INE910A01012,01-Apr-21,,
500312,ONGC CORPN  ,A ,Q,103.25,104.85,101.30,104.20,104.20,102.15,4733,1058882,109000494.00,,INE213A01029,01-Apr-21,,
500314,ORIENT HOTEL,B ,Q,22.05,23.20,22.05,22.70,22.50,22.75,23,5925,134540.00,,INE750A01020,01-Apr-21,,
500317,OSWAL AGRO. ,B ,Q,10.32,10.45,9.75,10.11,10.11,10.25,164,29904,304861.00,,INE142A01012,01-Apr-21,,
500319,INDIAN SUCRO,X ,Q,23.25,23.25,22.05,22.80,22.80,22.65,9,2043,45252.00,,INE557C01017,01-Apr-21,,
500325,RELIANCE    ,A ,Q,2019.70,2030.00,2003.35,2021.70,2021.70,2003.20,14584,246593,497505825.00,,INE002A01018,01-Apr-21,,
500327,PILITA      ,B ,Q,18.90,19.10,16.85,18.45,18.45,17.41,278,82915,1504710.00,,INE600A01035,01-Apr-21,,
500330,RAYMOND     ,A ,Q,362.00,370.50,362.00,368.40,368.40,361.70,1186,36559,13414721.00,,INE301A01014,01-Apr-21,,
500331,PIDILITE    ,A ,Q,1819.10,1832.55,1808.80,1822.75,1822.75,1809.95,1737,18029,32877090.00,,INE318A01026,01-Apr-21,,
500333,PIX TRANS   ,X ,Q,344.00,348.70,325.00,345.75,345.10,335.20,203,11287,3818270.00,,INE751B01018,01-Apr-21,,
500335,BIRLA CORPN.,A ,Q,968.00,978.00,960.90,973.15,974.00,950.45,1903,30179,29310482.00,,INE340A01012,01-Apr-21,,
500336,SURYA ROSHNI,A ,Q,343.00,360.00,343.00,357.70,358.30,347.25,1365,70713,24946898.00,,INE335A01012,01-Apr-21,,
500337,PRIME SECUR.,T ,Q,43.50,43.50,41.10,43.35,43.45,41.50,10,456,19748.00,,INE032B01021,01-Apr-21,,
500338,PRSMJOHNSN  ,A ,Q,132.70,134.90,130.35,134.05,133.35,131.35,662,255686,34007127.00,,INE010A01011,01-Apr-21,,
500339,RAIN        ,A ,Q,144.35,154.00,144.05,150.00,150.00,142.90,2750,324649,48406736.00,,INE855B01025,01-Apr-21,,
500343,AMJLAND     ,B ,Q,23.20,23.20,22.95,23.00,23.00,22.05,13,550,12653.00,,INE606A01024,01-Apr-21,,
500346,PUN.COMMUNI.,B ,Q,21.05,21.20,20.20,20.20,20.20,20.10,11,342,7008.00,,INE609A01010,01-Apr-21,,
500350,RSWM  LTD   ,B ,Q,190.85,196.00,188.30,192.05,192.20,186.75,41,1504,286649.00,,INE611A01016,01-Apr-21,,
500354,RAJSH.SUGAR ,T ,Q,17.90,17.90,17.90,17.90,17.90,17.05,6,589,10543.00,,INE562B01019,01-Apr-21,,
500355,RALLIS INDIA,A ,Q,254.95,260.90,254.95,259.60,259.60,252.90,881,27927,7219319.00,,INE613A01020,01-Apr-21,,
500356,RAMANEWS    ,B ,Q,18.00,18.00,15.00,16.70,16.70,16.65,40,4444,75453.00,,INE278B01020,01-Apr-21,,
500357,RAMA PAPER  ,XT,Q,14.51,14.51,14.51,14.51,14.51,14.80,1,100,1451.00,,INE425E01013,01-Apr-21,,
500358,RAMA PETRO  ,XT,Q,3.53,3.53,3.53,3.53,3.53,3.53,1,450,1588.00,,INE783A01013,01-Apr-21,,
500360,RAPICUT CARB,X ,Q,25.70,26.00,25.00,25.55,25.80,25.70,11,683,17598.00,,INE350D01015,01-Apr-21,,
500365,WELSPLSOL   ,X ,Q,12.79,14.90,12.13,14.07,14.07,12.55,505,571579,8054902.00,,INE731F01037,01-Apr-21,,
500366,ROLTA (I)   ,B ,Q,3.20,3.34,3.20,3.34,3.34,3.19,319,4620,15147.00,,INE293A01013,01-Apr-21,,
500367,RUBFILA INT.,X ,Q,59.40,59.85,58.70,59.35,59.25,59.45,107,13115,779893.00,,INE642C01025,01-Apr-21,,
500368,RUCHI SOYA  ,B ,Q,644.00,673.40,644.00,673.40,673.40,641.35,457,2696,1778673.00,,INE619A01035,01-Apr-21,,
500370,SALORA INT. ,XT,Q,42.00,42.00,39.10,39.15,39.15,40.00,8,694,27454.00,,INE924A01013,01-Apr-21,,
500378,JINDAL SAW  ,A ,Q,74.80,77.60,74.75,76.65,76.65,74.15,952,130139,9944597.00,,INE324A01024,01-Apr-21,,
500380,JK LAKSHMI  ,A ,Q,437.40,440.00,426.55,438.65,438.65,432.50,1443,23356,10183075.00,,INE786A01032,01-Apr-21,,
500387,SHREE CEMENT,A ,Q,29350.00,30248.35,29350.00,29977.75,29977.75,29475.40,874,2100,62670498.00,,INE070A01015,01-Apr-21,,
500388,SHREE KRISHN,XT,Q,14.40,14.40,14.40,14.40,14.40,15.15,4,37,532.00,,INE970C01012,01-Apr-21,,
500390,REL INFRA   ,A ,Q,35.50,38.55,35.50,38.15,38.15,35.05,1830,458140,17302884.00,,INE036A01016,01-Apr-21,,
500400,TATA POWER  ,A ,Q,104.20,105.50,103.45,105.05,105.05,103.20,5346,1927846,201577231.00,,INE245A01021,01-Apr-21,,
