SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1389.00,1398.00,1352.80,1393.45,1387.00,1382.75,1669,20428,28288582.00,,INE117A01022,03-May-21,,
500003,AEGIS LOGIS ,A ,Q,310.00,316.50,303.35,313.00,313.00,304.10,856,17808,5511359.00,,INE208C01025,03-May-21,,
500008,AMAR RAJA BA,A ,Q,790.70,790.70,759.05,782.45,782.45,810.70,3758,85711,66480635.00,,INE885A01032,03-May-21,,
500009,A.SARABHAI  ,X ,Q,27.75,27.75,25.50,26.60,26.60,26.75,537,196273,5209399.00,,INE432A01017,03-May-21,,
500010,HDFC        ,A ,Q,2369.80,2432.15,2365.20,2419.00,2419.00,2420.15,12410,140080,336260733.00,,INE001A01036,03-May-21,,
500012,ANDHRA PETRO,X ,Q,62.60,65.85,62.60,65.40,65.45,64.15,786,249405,16175035.00,,INE714B01016,03-May-21,,
500013,ANSAL INFRAS,B ,Q,6.00,6.01,5.80,5.89,5.89,5.96,26,11056,65127.00,,INE436A01026,03-May-21,,
500014,UTIQUE      ,X ,Q,2.69,2.69,2.56,2.56,2.56,2.69,12,2869,7354.00,,INE096A01010,03-May-21,,
500016,ARUNAHTEL   ,XT,Q,6.87,6.87,6.87,6.87,6.87,6.62,3,355,2438.00,,INE957C01019,03-May-21,,
500020,BOM DYEING  ,A ,Q,65.40,67.85,65.10,67.35,67.35,66.20,1155,215771,14445875.00,,INE032A01023,03-May-21,,
500023,ASIANHOTNR  ,B ,Q,65.60,67.35,64.00,65.60,65.30,67.75,39,1757,114094.00,,INE363A01022,03-May-21,,
500027,ATUL LTD.   ,A ,Q,8100.00,8226.95,7980.25,8146.85,8109.00,8087.85,442,1150,9370478.00,,INE100A01010,03-May-21,,
500028,ATV PROJECTS,XT,Q,4.47,4.50,4.25,4.26,4.49,4.47,23,6479,28124.00,,INE447A01015,03-May-21,,
500029,AUTOLITE(I) ,Z ,Q,23.80,23.80,23.80,23.80,23.80,25.05,4,141,3355.00,,INE448A01013,03-May-21,,
500031,BAJAJ ELECT.,A ,Q,1153.00,1199.00,1125.70,1189.10,1186.95,1148.35,606,5738,6743991.00,,INE193E01025,03-May-21,,
500032,BAJAJHIND   ,A ,Q,7.18,8.72,7.10,8.72,8.72,7.27,6925,9237092,76775661.00,,INE306A01021,03-May-21,,
500033,FORCE MOTR  ,A ,Q,1117.00,1141.35,1108.20,1119.20,1118.00,1114.90,592,4263,4780940.00,,INE451A01017,03-May-21,,
500034,BAJFINANCE  ,A ,Q,5325.00,5598.50,5291.90,5552.95,5552.95,5453.80,22790,214026,1167185684.00,,INE296A01024,03-May-21,,
500038,BALRAM.CHINI,A ,Q,279.15,330.00,276.95,323.80,323.80,278.35,10749,765899,235003356.00,,INE119A01028,03-May-21,,
500039,BANCO PROD. ,B ,Q,155.00,158.55,149.00,155.15,154.95,155.65,487,15693,2432373.00,,INE213C01025,03-May-21,,
500040,CENTURY TEXT,A ,Q,481.10,494.90,476.00,485.90,485.90,481.10,2220,122416,58887516.00,,INE055A01016,03-May-21,,
500041,BANNARI AMAN,A ,Q,1834.95,2026.70,1704.95,1941.45,1930.00,1752.50,672,3063,5911987.00,,INE459A01010,03-May-21,,
500042,BASF INDIA  ,A ,Q,2230.05,2340.00,2190.65,2282.40,2285.00,2230.00,1421,10359,23644942.00,,INE373A01013,03-May-21,,
500043,BATA INDIA  ,A ,Q,1379.00,1379.00,1340.75,1347.80,1347.80,1367.30,1104,17482,23594197.00,,INE176A01028,03-May-21,,
500048,BEML LTD    ,A ,Q,1168.00,1178.00,1142.95,1159.95,1159.95,1166.35,813,11272,13078170.00,,INE258A01016,03-May-21,,
500049,BHARAT ELECT,A ,Q,130.00,133.85,128.95,130.20,130.20,131.80,3539,447650,58680411.00,,INE263A01024,03-May-21,,
500052,BHANSALI ENG,A ,Q,158.75,164.75,155.15,163.30,163.20,158.75,1682,79371,12638755.00,,INE922A01025,03-May-21,,
500055,TATASTLBSL  ,B ,Q,72.70,86.75,72.25,86.10,86.10,72.30,30840,8275430,681741137.00,,INE824B01021,03-May-21,,
500058,BIHAR SPONGE,XT,Q,4.48,4.48,4.48,4.48,4.48,4.40,13,10636,47649.00,,INE819C01011,03-May-21,,
500060,BIRLACABLE  ,B ,Q,58.25,62.20,58.25,61.40,61.25,58.40,392,9125,559471.00,,INE800A01015,03-May-21,,
500067,BLUE STAR   ,A ,Q,845.00,845.00,829.20,836.00,838.75,847.25,677,4790,4002926.00,,INE472A01039,03-May-21,,
500068,DISA INDIA  ,X ,Q,4483.00,4650.00,4425.10,4642.00,4650.00,4482.30,45,176,805149.00,,INE131C01011,03-May-21,,
500069,BNK CAPITAL ,XT,Q,187.60,189.40,187.60,187.75,187.60,188.35,37,7685,1445082.00,,INE418C01012,03-May-21,,
500074,BPL LTD.    ,B ,Q,32.60,34.00,32.50,32.50,32.50,34.20,644,66974,2214910.00,,INE110A01019,03-May-21,,
500078,OAL         ,B ,Q,891.85,910.20,879.60,903.25,903.25,884.10,248,3102,2787099.00,,INE959C01023,03-May-21,,
500083,CENTURY EXT ,B ,Q,5.00,6.12,5.00,6.11,6.11,5.10,435,431597,2564127.00,,INE281A01026,03-May-21,,
500084,CESC LTD.   ,A ,Q,594.60,635.00,594.60,629.70,629.70,608.00,4284,84801,53209597.00,,INE486A01013,03-May-21,,
500085,CHAMBAL FERT,A ,Q,212.00,219.15,212.00,218.55,218.55,217.90,801,27544,6010590.00,,INE085A01013,03-May-21,,
500086,EXIDE IND.  ,A ,Q,177.90,184.70,177.90,181.70,181.70,177.90,3711,397044,72394812.00,,INE302A01020,03-May-21,,
500087,CIPLA LTD.  ,A ,Q,919.00,924.00,906.45,909.55,909.55,911.30,10315,356052,325128097.00,,INE059A01026,03-May-21,,
500089,DIC INDIA   ,B ,Q,382.00,393.95,382.00,392.70,392.70,396.85,16,261,101704.00,,INE303A01010,03-May-21,,
500092,CRISIL LTD  ,A ,Q,1884.70,1910.00,1845.00,1898.85,1890.00,1856.75,259,1186,2237977.00,,INE007A01025,03-May-21,,
500093,CGPOWER     ,B ,Q,67.60,73.10,67.60,73.10,73.10,69.65,1616,722151,52250568.00,,INE067A01029,03-May-21,,
500096,DABUR (I)   ,A ,Q,539.00,548.25,539.00,542.05,542.05,538.45,2677,93410,50805069.00,,INE016A01026,03-May-21,,
500097,DALMIASUG   ,A ,Q,252.00,304.00,252.00,297.30,297.30,253.45,4494,169981,48352733.00,,INE495A01022,03-May-21,,
500101,ARVIND Ltd  ,A ,Q,64.50,71.35,63.90,69.60,71.20,65.65,2108,236434,16269309.00,,INE034A01011,03-May-21,,
500102,BALARPUR IND,Z ,Q,1.14,1.15,1.07,1.12,1.13,1.10,217,657463,732775.00,,INE294A01037,03-May-21,,
500103,BHEL        ,A ,Q,47.95,54.50,47.45,53.40,53.40,48.30,14370,7682611,393397562.00,,INE257A01026,03-May-21,,
500104,HIND.PETRO  ,A ,Q,234.00,237.00,231.10,235.85,235.85,234.55,1218,97910,22994658.00,,INE094A01015,03-May-21,,
500106,IFCI LTD    ,A ,Q,10.60,10.95,10.60,10.88,10.88,10.93,5403,242935,2636220.00,,INE039A01010,03-May-21,,
500108,MAHA.TELE   ,B ,Q,16.10,16.50,15.80,16.00,16.00,16.05,477,144094,2311642.00,,INE153A01019,03-May-21,,
500109,MRPL        ,A ,Q,43.00,44.15,42.50,43.45,43.45,43.20,957,217322,9421937.00,,INE103A01014,03-May-21,,
500110,CHENNAI PET.,A ,Q,108.00,109.90,107.20,108.20,108.25,110.55,828,60104,6521800.00,,INE178A01016,03-May-21,,
500111,REL.CAP.    ,B ,Q,9.94,10.81,9.94,10.81,10.81,10.30,889,680263,7288121.00,,INE013A01015,03-May-21,,
500112,STATE BANK  ,A ,Q,350.00,352.35,341.70,350.45,350.45,353.45,21695,2636599,916119260.00,,INE062A01020,03-May-21,,
500113,STEEL AUTH. ,A ,Q,119.45,130.60,116.40,127.75,127.75,119.45,32738,9843445,1228382136.00,,INE114A01011,03-May-21,,
500114,TITAN       ,A ,Q,1475.00,1477.85,1416.60,1423.60,1423.60,1491.95,14822,183007,262502625.00,,INE280A01028,03-May-21,,
500116,IDBI BANK L ,A ,Q,34.70,37.10,34.70,36.20,36.20,35.30,5985,2702380,97688958.00,,INE008A01015,03-May-21,,
500117,DCW LTD.    ,B ,Q,38.30,40.15,38.20,38.70,38.70,38.75,1574,477387,18750836.00,,INE500A01029,03-May-21,,
500119,DHAMPUR SUGA,A ,Q,237.00,272.50,227.75,271.65,271.65,227.10,11389,701788,181683538.00,,INE041A01016,03-May-21,,
500120,DIAMINES&CHM,X ,Q,337.75,339.90,321.25,327.75,327.75,338.15,733,25162,8309489.00,,INE591D01014,03-May-21,,
500123,ELANTAS     ,A ,Q,3543.95,3699.00,3510.00,3685.95,3674.00,3483.65,431,3058,11120454.00,,INE280B01018,03-May-21,,
500124,DR.REDDY'S  ,A ,Q,5200.00,5207.55,5141.05,5184.35,5184.35,5164.30,6164,68250,353583385.00,,INE089A01023,03-May-21,,
500125,E.I.D.PAR   ,A ,Q,351.00,414.00,350.45,403.85,403.85,345.95,8155,329508,127106186.00,,INE126A01031,03-May-21,,
500126,PGHL        ,A ,Q,6411.00,6420.00,6280.00,6288.85,6304.00,6347.05,235,410,2589912.00,,INE199A01012,03-May-21,,
500128,ELEC.CASTING,B ,Q,34.20,35.20,33.40,34.90,34.80,34.20,563,142771,4952275.00,,INE086A01029,03-May-21,,
500133,ESAB INDIA  ,A ,Q,1775.05,1820.00,1761.65,1809.45,1800.00,1783.80,138,816,1458972.00,,INE284A01012,03-May-21,,
500135,EPL         ,A ,Q,224.00,227.50,219.05,220.10,220.10,223.25,270,6514,1446268.00,,INE255A01020,03-May-21,,
500136,ESTER INDUS.,B ,Q,149.00,151.05,143.00,147.70,148.50,146.10,1071,60449,8915245.00,,INE778B01029,03-May-21,,
500142,FGP LTD.    ,XT,Q,1.54,1.54,1.51,1.51,1.51,1.54,6,4800,7362.00,,INE512A01016,03-May-21,,
500143,P.H.CAPITAL ,X ,Q,30.55,30.55,30.55,30.55,30.55,29.10,2,4,122.00,,INE160F01013,03-May-21,,
500144,FINOL. CABLE,A ,Q,356.00,364.20,356.00,361.80,363.40,361.80,518,7395,2671882.00,,INE235A01022,03-May-21,,
500147,COCKERILL   ,X ,Q,848.00,859.00,832.00,840.05,840.10,850.00,60,2244,1893569.00,,INE515A01019,03-May-21,,
500148,UFLEX LTD   ,A ,Q,400.00,424.50,400.00,420.00,420.00,405.65,1492,26296,10949387.00,,INE516A01017,03-May-21,,
500150,FOSECO INDIA,B ,Q,1332.95,1393.90,1327.95,1386.70,1390.00,1329.50,277,867,1195281.00,,INE519A01011,03-May-21,,
500151,GOLDEN TOB  ,B ,Q,40.60,42.70,38.00,42.70,42.70,40.90,37,1581,65037.00,,INE973A01010,03-May-21,,
500153,GANESH BENZO,X ,Q,68.00,69.60,67.00,68.75,68.75,67.85,413,46534,3187620.00,,INE388A01029,03-May-21,,
500159,METROGLOBL  ,X ,Q,56.30,57.70,54.05,54.30,54.15,56.45,47,5582,304914.00,,INE085D01033,03-May-21,,
500160,GTL LTD.    ,B ,Q,5.50,5.55,5.35,5.51,5.51,5.46,96,23898,130858.00,,INE043A01012,03-May-21,,
500163,GODFREY PH  ,A ,Q,869.80,869.80,858.90,860.70,860.70,862.20,515,4310,3715420.00,,INE260B01028,03-May-21,,
500164,GODREJ IND  ,A ,Q,508.45,509.95,504.45,505.55,507.95,510.75,408,4795,2430757.00,,INE233A01035,03-May-21,,
500165,KANSAI NERO ,A ,Q,553.00,565.00,548.70,561.65,565.00,556.35,452,6910,3841457.00,,INE531A01024,03-May-21,,
500166,GOODRICKE   ,X ,Q,227.60,249.80,227.60,242.85,242.85,227.60,640,56888,13725527.00,,INE300A01016,03-May-21,,
500168,GOODYEAR (I),A ,Q,880.65,907.95,880.65,900.80,907.95,906.65,172,835,752355.00,,INE533A01012,03-May-21,,
500170,GTN INDUS   ,X ,Q,10.25,10.25,8.83,9.84,9.03,9.35,17,2348,23121.00,,INE537A01013,03-May-21,,
500171,GHCL LTD    ,A ,Q,244.80,244.80,236.50,240.70,240.50,235.95,748,26573,6428157.00,,INE539A01019,03-May-21,,
500173,GFLLIMITED  ,A ,Q,68.75,70.40,68.75,69.95,70.20,70.10,75,4835,337591.00,,INE538A01037,03-May-21,,
500174,GUJ.LEASE   ,B ,Q,1.91,1.91,1.91,1.91,1.91,2.00,1,116,221.00,,INE540A01017,03-May-21,,
500179,HCL INFOSYS ,B ,Q,8.80,8.95,8.74,8.84,8.80,8.72,204,65922,582033.00,,INE236A01020,03-May-21,,
500180,HDFC BANK   ,A ,Q,1399.00,1421.65,1377.55,1413.10,1413.10,1412.20,10486,299098,418529495.00,,INE040A01034,03-May-21,,
500182,HEROMOTOCO  ,A ,Q,2790.00,2848.00,2767.80,2793.00,2793.00,2820.35,5031,38056,106651970.00,,INE158A01026,03-May-21,,
500183,HFCL        ,A ,Q,27.80,31.50,27.75,30.70,30.70,27.80,4744,2534055,76492257.00,,INE548A01028,03-May-21,,
500184,HSCL        ,A ,Q,43.65,45.85,43.65,45.00,45.00,44.65,3155,797767,35956715.00,,INE019C01026,03-May-21,,
500185,HIND.CONSTN.,A ,Q,7.60,7.80,7.50,7.72,7.72,7.68,594,289235,2219019.00,,INE549A01026,03-May-21,,
500186,HIND.OIL EXP,A ,Q,103.40,104.25,100.55,101.75,101.80,101.35,591,33429,3412271.00,,INE345A01011,03-May-21,,
500187,HSIL        ,B ,Q,150.80,157.75,141.00,155.90,155.20,153.20,676,20776,3173370.00,,INE415A01038,03-May-21,,
500188,HINDUS.ZI   ,A ,Q,305.30,307.15,296.15,297.80,297.80,305.30,5256,151138,45552445.00,,INE267A01025,03-May-21,,
500189,NXTDIGITAL  ,B ,Q,456.00,458.70,453.00,455.45,458.00,456.15,38,205,93462.00,,INE353A01023,03-May-21,,
500191,HMT LTD.    ,Z ,Q,27.50,27.50,25.55,27.00,27.00,26.85,43,3691,97670.00,,INE262A01018,03-May-21,,
500192,PRAG BOSIMI ,XT,Q,1.44,1.58,1.44,1.58,1.58,1.51,13,1258,1973.00,,INE962B01011,03-May-21,,
500193,HLVLTD      ,B ,Q,5.85,5.91,5.74,5.82,5.82,5.86,137,27984,162853.00,,INE102A01024,03-May-21,,
500199,I.G.PETRO   ,B ,Q,458.00,485.25,458.00,465.25,463.65,464.85,313,4369,2055035.00,,INE204A01010,03-May-21,,
500201,IND.GLYCOLS ,A ,Q,465.65,505.05,465.65,501.05,502.85,472.30,1731,52686,25750218.00,,INE560A01015,03-May-21,,
500202,IND.LEAS.DEV,X ,Q,10.37,10.37,10.37,10.37,10.37,9.88,3,27,279.00,,INE333C01013,03-May-21,,
500206,MARGO FIN   ,X ,Q,10.19,10.19,9.23,9.25,9.23,9.71,10,3103,30578.00,,INE680B01019,03-May-21,,
500207,INDO RAMA   ,B ,Q,36.75,44.25,36.50,43.00,43.00,37.50,773,74222,3094193.00,,INE156A01020,03-May-21,,
500209,INFOSYS LTD ,A ,Q,1342.00,1361.00,1337.65,1351.80,1351.80,1353.90,4607,92652,124991330.00,,INE009A01021,03-May-21,,
500210,INGERSOLL   ,A ,Q,745.00,747.20,732.65,736.85,735.00,745.65,350,2992,2211161.00,,INE177A01018,03-May-21,,
500211,INSILCO LTD.,X ,Q,7.44,7.85,6.91,7.29,7.29,7.32,106,39794,285377.00,,INE901A01011,03-May-21,,
500213,INTER.TRAVEL,X ,Q,62.30,62.30,59.00,60.05,59.45,60.90,44,1097,66020.00,,INE262B01016,03-May-21,,
500214,ION EXCHANGE,A ,Q,1406.15,1444.00,1381.00,1431.05,1434.90,1407.70,1243,34081,48638530.00,,INE570A01014,03-May-21,,
500215,AGRO TECH FO,A ,Q,821.00,899.25,821.00,887.45,895.00,843.70,799,6341,5557433.00,,INE209A01019,03-May-21,,
500219,JAIN IRRIG  ,A ,Q,19.00,19.10,18.35,18.75,18.75,19.10,447,178932,3380413.00,,INE175A01038,03-May-21,,
500220,JASCH INDUST,X ,Q,62.95,68.00,62.95,66.00,66.00,63.75,115,21710,1448014.00,,INE711C01010,03-May-21,,
500223,JCT LTD     ,X ,Q,1.00,1.04,0.98,1.01,1.02,1.01,263,786779,798607.00,,INE945A01026,03-May-21,,
500227,JINDAL POLYF,A ,Q,728.00,767.65,723.25,767.65,767.65,731.10,1323,30458,23121282.00,,INE197D01010,03-May-21,,
500228,JSWSL       ,A ,Q,712.00,729.90,710.70,723.25,723.30,717.55,10582,739977,533887327.00,,INE019A01038,03-May-21,,
500231,UMANG DAIR  ,B ,Q,62.40,66.00,60.50,61.20,61.20,58.90,1119,81349,5138394.00,,INE864B01027,03-May-21,,
500233,KAJARIA CER.,A ,Q,901.00,933.55,883.60,925.25,922.90,915.70,2211,23379,21439511.00,,INE217B01036,03-May-21,,
500234,KAKATIYA CEM,B ,Q,194.80,226.40,187.95,226.40,226.40,188.70,1595,57680,12242661.00,,INE437B01014,03-May-21,,
500235,KALYANI STEL,A ,Q,370.35,382.95,365.85,374.15,376.65,366.95,827,20740,7841697.00,,INE907A01026,03-May-21,,
500236,KANELIND    ,XT,Q,1.85,1.85,1.85,1.85,1.85,1.77,8,6545,12108.00,,INE252C01015,03-May-21,,
500238,WHIRLPOOL   ,A ,Q,2192.30,2230.35,2177.85,2212.60,2228.55,2220.55,349,1578,3485964.00,,INE716A01013,03-May-21,,
500239,KG DENIM    ,X ,Q,29.60,29.75,28.00,28.80,28.95,28.70,55,21707,618516.00,,INE104A01012,03-May-21,,
500240,KINETIC ENG.,XT,Q,40.70,40.90,39.55,40.40,40.40,40.80,21,2617,106099.00,,INE266B01017,03-May-21,,
500241,KIRL.BROS.  ,B ,Q,239.95,249.00,237.45,243.65,244.60,244.05,564,10771,2595275.00,,INE732A01036,03-May-21,,
500243,KIRL INDUS  ,B ,Q,1299.15,1319.60,1268.00,1291.15,1300.10,1285.05,52,453,586978.00,,INE250A01039,03-May-21,,
500245,KIRL.FERROUS,B ,Q,214.75,219.75,212.00,213.85,218.00,214.75,1555,59554,12884792.00,,INE884B01025,03-May-21,,
500246,ENVAIN ELECT,X ,Q,30.00,30.00,30.00,30.00,30.00,29.50,1,100,3000.00,,INE601C01013,03-May-21,,
500247,KOTAK MAH.BK,A ,Q,1743.00,1758.60,1685.70,1724.30,1724.30,1748.60,13562,268641,463700056.00,,INE237A01028,03-May-21,,
500248,KRIFILIND   ,XT,Q,3.29,3.29,3.29,3.29,3.29,3.30,1,1,3.00,,INE073A01019,03-May-21,,
500249,KSB         ,A ,Q,871.00,890.15,871.00,876.50,872.55,889.25,636,5380,4746520.00,,INE999A01015,03-May-21,,
500250,L.G.BALKRISH,A ,Q,300.00,307.20,298.00,300.45,300.50,303.15,272,5011,1505110.00,,INE337A01034,03-May-21,,
500251,TRENT LTD.  ,A ,Q,767.55,788.05,736.85,783.35,780.05,777.15,2903,46258,35667288.00,,INE849A01020,03-May-21,,
500252,LAXMIMACH   ,A ,Q,6270.05,6276.00,6189.35,6264.10,6269.00,6235.20,66,125,779549.00,,INE269B01029,03-May-21,,
500253,LIC HOUS.FIN,A ,Q,400.00,411.35,398.95,407.90,407.90,405.80,2405,116064,47140912.00,,INE115A01026,03-May-21,,
500257,LUPIN LTD.  ,A ,Q,1063.05,1082.75,1060.95,1072.75,1072.75,1069.75,2544,69525,74470445.00,,INE326A01037,03-May-21,,
500259,LYKA LABS   ,B ,Q,42.50,43.30,42.00,43.30,43.30,41.25,52,34048,1468847.00,,INE933A01014,03-May-21,,
500260,RAMCOCEM    ,A ,Q,985.30,985.80,964.65,981.90,984.85,984.20,1003,33215,32388366.00,,INE331A01037,03-May-21,,
500264,MAFATLAL IND,X ,Q,89.95,93.00,83.10,90.85,92.95,85.85,64,4479,400987.00,,INE270B01027,03-May-21,,
500265,MAH.SEAMLESS,A ,Q,295.70,301.20,287.75,296.65,296.65,289.45,639,16236,4807904.00,,INE271B01025,03-May-21,,
500266,MAH.SCOOTER ,A ,Q,3560.15,3602.15,3525.00,3540.85,3566.00,3605.65,171,438,1557408.00,,INE288A01013,03-May-21,,
500267,MAJESTIC AUT,X ,Q,101.90,101.90,99.00,99.40,99.05,100.25,16,2303,230926.00,,INE201B01022,03-May-21,,
500268,MANALI PETRO,B ,Q,80.65,83.40,78.50,81.25,81.10,78.95,2706,338877,27501035.00,,INE201A01024,03-May-21,,
500271,MFSL        ,A ,Q,884.35,905.10,882.05,895.85,905.10,895.50,638,17116,15222361.00,,INE180A01020,03-May-21,,
500274,MESCO PHARMA,P ,Q,5.49,6.05,5.49,6.05,6.05,5.77,4,500,2801.00,,INE839X01015,03-May-21,,
500279,MIRC ELECT  ,B ,Q,14.55,14.70,13.55,14.45,14.29,14.11,433,218757,3099714.00,,INE831A01028,03-May-21,,
500280,CENTURY ENKA,B ,Q,251.45,270.00,251.10,265.50,261.10,251.70,944,23167,6158224.00,,INE485A01015,03-May-21,,
500284,LORDS CHLORO,X ,Q,32.65,37.90,32.65,35.25,35.25,34.55,13,1319,48220.00,,INE846D01012,03-May-21,,
500285,SPICEJET LTD,A ,Q,62.25,62.50,60.75,61.45,61.45,62.90,5291,454556,27953090.00,,INE285B01017,03-May-21,,
500288,MOREPEN LAB.,A ,Q,66.00,68.65,66.00,68.65,68.65,65.40,2311,613177,41718425.00,,INE083A01026,03-May-21,,
500290,MRF LTD.    ,A ,Q,80101.10,81105.95,79200.00,79871.70,79871.70,80721.45,781,934,74901948.00,,INE883A01011,03-May-21,,
500292,HEIDEL CEM  ,A ,Q,238.55,242.00,232.90,240.75,240.15,236.90,356,9786,2335280.00,,INE578A01017,03-May-21,,
500294,NCC         ,A ,Q,74.50,74.50,72.75,73.65,73.65,74.45,942,134596,9887887.00,,INE868B01028,03-May-21,,
500295,VEDL        ,A ,Q,254.10,262.40,252.55,256.20,256.20,257.35,6303,841152,216839115.00,,INE205A01025,03-May-21,,
500296,NAHAR SPG.  ,B ,Q,107.40,109.95,105.95,109.95,109.95,104.75,163,4369,475406.00,,INE290A01027,03-May-21,,
500298,NAT.PEROXIDE,A ,Q,2480.00,2517.95,2456.30,2462.85,2462.85,2482.10,1062,9331,23167375.00,,INE585A01020,03-May-21,,
500300,GRASIM IND. ,A ,Q,1398.00,1424.65,1373.60,1413.95,1413.95,1404.10,3679,93921,131644792.00,,INE047A01021,03-May-21,,
500302,PEL         ,A ,Q,1665.00,1716.50,1660.00,1706.75,1706.25,1679.85,1306,25968,44035414.00,,INE140A01024,03-May-21,,
500304,NIIT LTD.   ,A ,Q,164.00,169.05,163.30,166.60,166.60,165.95,780,23743,3949565.00,,INE161A01038,03-May-21,,
500306,JAYKAY      ,X ,Q,36.25,37.50,36.25,37.50,37.50,36.80,182,99390,3722337.00,,INE903A01025,03-May-21,,
500307,NIRLON      ,A ,Q,265.10,284.00,265.10,281.25,284.00,275.00,49,10583,2936451.00,,INE910A01012,03-May-21,,
500312,ONGC CORPN  ,A ,Q,108.15,110.75,106.00,107.65,107.65,108.55,13307,2682313,287606254.00,,INE213A01029,03-May-21,,
500313,OIL COUNTRY ,T ,Q,7.12,7.12,7.12,7.12,7.12,6.79,1,100,712.00,,INE591A01010,03-May-21,,
500314,ORIENT HOTEL,B ,Q,24.95,25.30,24.35,24.60,24.60,24.50,147,2954,72848.00,,INE750A01020,03-May-21,,
500317,OSWAL AGRO. ,B ,Q,9.40,10.95,9.40,10.21,10.21,9.32,457,66271,671684.00,,INE142A01012,03-May-21,,
500319,INDIAN SUCRO,X ,Q,25.00,29.70,24.50,29.35,29.70,24.75,704,293995,8543203.00,,INE557C01017,03-May-21,,
500325,RELIANCE    ,A ,Q,1963.70,1979.00,1943.70,1959.25,1959.25,1994.45,32471,693942,1357543995.00,,INE002A01018,03-May-21,,
500327,PILITA      ,B ,Q,13.85,13.89,12.85,13.80,13.80,13.35,225,19606,264733.00,,INE600A01035,03-May-21,,
500329,PENTAMED.G  ,Z ,Q,0.29,0.29,0.27,0.27,0.27,0.28,54,45139,12986.00,,INE202A01022,03-May-21,,
500330,RAYMOND     ,A ,Q,323.00,329.30,317.15,327.35,327.35,321.25,568,16847,5467235.00,,INE301A01014,03-May-21,,
500331,PIDILITE    ,A ,Q,1801.00,1823.00,1795.20,1811.65,1811.65,1818.90,2003,15233,27507649.00,,INE318A01026,03-May-21,,
500333,PIX TRANS   ,X ,Q,385.00,427.00,376.10,412.55,421.25,381.90,517,30150,12099256.00,,INE751B01018,03-May-21,,
500335,BIRLA CORPN.,A ,Q,899.00,939.00,899.00,925.55,926.00,917.20,221,2929,2724327.00,,INE340A01012,03-May-21,,
500336,SURYA ROSHNI,A ,Q,412.00,459.20,412.00,451.95,451.95,415.95,1758,48209,21398468.00,,INE335A01012,03-May-21,,
500337,PRIME SECUR.,B ,Q,43.25,43.75,41.80,42.80,42.80,41.70,55,785,34117.00,,INE032B01021,03-May-21,,
500338,PRSMJOHNSN  ,A ,Q,131.00,137.80,127.50,136.20,136.20,129.75,1007,42240,5671316.00,,INE010A01011,03-May-21,,
500339,RAIN        ,A ,Q,180.45,184.95,176.30,183.50,183.50,179.20,5061,614707,110658978.00,,INE855B01025,03-May-21,,
500343,AMJLAND     ,B ,Q,24.55,25.00,24.05,24.65,24.65,25.05,10,3303,82326.00,,INE606A01024,03-May-21,,
500346,PUN.COMMUNI.,B ,Q,21.90,21.90,17.55,21.75,21.75,21.40,23,1524,31850.00,,INE609A01010,03-May-21,,
500350,RSWM  LTD   ,B ,Q,180.65,186.95,174.50,184.55,186.45,177.95,72,919,168216.00,,INE611A01016,03-May-21,,
500354,RAJSH.SUGAR ,B ,Q,21.20,21.65,20.25,21.65,21.65,20.65,57,9615,206490.00,,INE562B01019,03-May-21,,
500355,RALLIS INDIA,A ,Q,281.10,299.95,279.90,295.90,297.50,280.75,1991,70821,20659842.00,,INE613A01020,03-May-21,,
500356,RAMANEWS    ,B ,Q,14.50,16.60,14.00,14.83,14.90,14.70,188,10166,148834.00,,INE278B01020,03-May-21,,
500357,RAMA PAPER  ,XT,Q,11.45,12.50,11.40,11.45,11.45,11.99,9,629,7241.00,,INE425E01013,03-May-21,,
500358,RAMA PETRO  ,X ,Q,2.65,2.69,2.65,2.69,2.69,2.57,4,604,1600.00,,INE783A01013,03-May-21,,
500360,RAPICUT CARB,X ,Q,25.60,27.50,25.60,27.15,27.50,25.65,31,1958,52299.00,,INE350D01015,03-May-21,,
500365,WELSPLSOL   ,X ,Q,14.80,15.20,14.00,14.25,14.30,15.17,195,215623,3132092.00,,INE731F01037,03-May-21,,
500366,ROLTA (I)   ,B ,Q,4.80,4.96,4.55,4.66,4.66,4.84,6324,686141,3254154.00,,INE293A01013,03-May-21,,
500367,RUBFILA INT.,X ,Q,68.95,75.25,68.95,74.55,74.55,67.05,1773,301325,21994604.00,,INE642C01025,03-May-21,,
500368,RUCHI SOYA  ,B ,Q,683.00,705.00,676.70,690.40,690.40,681.55,476,5405,3726582.00,,INE619A01035,03-May-21,,
500370,SALORA INT. ,XT,Q,36.55,39.00,36.55,39.00,39.00,38.45,3,152,5560.00,,INE924A01013,03-May-21,,
500378,JINDAL SAW  ,A ,Q,85.50,94.50,84.60,92.65,92.65,85.50,6456,1292390,116961740.00,,INE324A01024,03-May-21,,
500380,JK LAKSHMI  ,A ,Q,399.45,409.60,399.45,405.50,406.45,402.75,432,10179,4111656.00,,INE786A01032,03-May-21,,
