tradingsymbol,amc,name,purchase_allowed,redemption_allowed,minimum_purchase_amount,purchase_amount_multiplier,minimum_additional_purchase_amount,minimum_redemption_quantity,redemption_quantity_multiplier,dividend_type,scheme_type,plan,settlement_type,last_price,last_price_date
INF109K01AF8,ICICIPrudentialMutualFund_MF,ICICI Prudential Value Discovery Fund,0,1,1000.0,1.0,500.0,0.001,0.001,growth,Equity,regular,T3,197.22,2021-04-08
INF109K01EC7,ICICIPrudentialMutualFund_MF,ICICI Prudential Value Discovery Fund,0,1,1000.0,1.0,500.0,0.001,0.001,payout,Equity,regular,T3,26.15,2021-04-08
INF179K01AQ8,HDFCMutualFund_MF,HDFC Hybrid Equity Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,regular,T3,12.747,2021-04-07
INF179K01AR6,HDFCMutualFund_MF,HDFC Hybrid Equity Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,reinvest,Hybrid,regular,T3,12.747,2021-04-07
INF179K01AS4,HDFCMutualFund_MF,HDFC Hybrid Equity Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Hybrid,regular,T3,67.702,2021-04-07
INF179K01XX6,HDFCMutualFund_MF,HDFC Hybrid Equity Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,direct,T3,13.822,2021-04-07
INF179K01XZ1,HDFCMutualFund_MF,HDFC Hybrid Equity Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Hybrid,direct,T3,71.4,2021-04-07
INF179K01CU6,HDFCMutualFund_MF,HDFC Short Term Debt Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Debt,regular,T1,24.6312,2021-04-07
INF179K01YM7,HDFCMutualFund_MF,HDFC Short Term Debt Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,growth,Debt,direct,T1,25.0143,2021-04-07
INF179KA1Q53,HDFCMutualFund_MF,HDFC Short Term Debt Fund - Direct Plan,1,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,direct,T1,16.7219,2021-04-07
INF179KA1Q79,HDFCMutualFund_MF,HDFC Short Term Debt Fund - Regular Plan,0,1,5000.0,10.0,1000.0,0.001,0.001,payout,Debt,regular,T1,16.5611,2021-04-07
INF209K01LZ1,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Savings Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,423.1681,2021-04-08
INF209K01MA2,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Savings Fund,0,1,1000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,100.711,2021-04-08
INF209K01MC8,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Savings Fund - Retail Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,409.4836,2021-04-08
INF209K01UR9,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Savings Fund - Direct Plan,1,1,1000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,427.3185,2021-04-08
INF174K01ES7,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund (G) - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Debt,regular,T1,40.9562,2021-04-08
INF174K01EU3,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund - Regular Plan,0,1,50000.0,0.01,1000.0,0.001,0.001,payout,Debt,regular,T1,10.1413,2021-04-08
INF174K01JI7,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,direct,T1,43.5938,2021-04-08
INF174K01JJ5,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,13.6601,2021-04-08
INF174K01YP1,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund (G) - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Debt,regular,T1,14.703,2021-04-08
INF174K01YR7,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,15.4329,2021-04-08
INF174K01Z14,KOTAKMAHINDRAMF,Kotak Bond Short Term Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,direct,T1,12.9478,2021-04-08
INF109K01480,ICICIPrudentialMutualFund_MF,ICICI Prudential Equity & Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,regular,T3,173.03,2021-04-08
INF109K01498,ICICIPrudentialMutualFund_MF,ICICI Prudential Equity & Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,reinvest,Hybrid,regular,T3,24.61,2021-04-08
INF109K01DX5,ICICIPrudentialMutualFund_MF,ICICI Prudential Equity & Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,24.61,2021-04-08
INF109K01X81,ICICIPrudentialMutualFund_MF,ICICI Prudential Equity & Debt Fund - Direct Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,35.36,2021-04-08
INF109K01Y07,ICICIPrudentialMutualFund_MF,ICICI Prudential Equity & Debt Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,187.4,2021-04-08
INF109KA1X93,ICICIPrudentialMutualFund_MF,ICICI Prudential Equity & Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,16.8,2021-04-08
INF109KA1Y19,ICICIPrudentialMutualFund_MF,ICICI Prudential Equity & Debt Fund - Direct Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,17.91,2021-04-08
INF109KB1QK6,ICICIPrudentialMutualFund_MF,ICICI Prudential Equity & Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,16.29,2021-04-08
INF109KB1QM2,ICICIPrudentialMutualFund_MF,ICICI Prudential Equity & Debt Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,17.18,2021-04-08
INF179K01707,HDFCMutualFund_MF,HDFC Floating Rate Debt Fund,0,1,5000.0,0.01,1.0,0.001,0.001,growth,Debt,regular,T1,37.9703,2021-04-07
INF179K01715,HDFCMutualFund_MF,HDFC Floating Rate Debt Fund,0,1,5000.0,0.01,1.0,0.001,0.001,payout,Debt,regular,T1,10.1594,2021-04-07
INF179K01VO9,HDFCMutualFund_MF,HDFC Floating Rate Debt Fund - Direct Plan,0,0,5000.0,0.01,1.0,0.001,0.001,payout,Debt,direct,T1,10.1599,2021-04-07
INF179K01VQ4,HDFCMutualFund_MF,HDFC Floating Rate Debt Fund - Direct Plan,1,1,5000.0,0.01,1.0,0.001,0.001,growth,Debt,direct,T1,38.3517,2021-04-07
INF209K01LQ0,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Low Duration Fund,0,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,regular,T1,516.4291,2021-04-08
INF209K01XU7,BirlaSunLifeMutualFund_MF,Aditya Birla Sun Life Low Duration Fund - Direct Plan,1,1,100.0,1.0,100.0,0.001,0.001,growth,Debt,direct,T1,552.8518,2021-04-08
INF174K012K1,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Regular Plan,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,regular,T3,22.9945,2021-04-08
INF174K01302,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,growth,Hybrid,regular,T3,29.0769,2021-04-08
INF174K01310,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,reinvest,Hybrid,regular,T3,10.7249,2021-04-08
INF174K01328,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,regular,T3,10.7249,2021-04-08
INF174K013K9,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,23.4752,2021-04-08
INF174K01F18,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Regular Plan,0,1,5000.0,0.01,1000.0,0.001,0.001,payout,Hybrid,regular,T3,20.0087,2021-04-08
INF174K01F26,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,20.2063,2021-04-08
INF174K01LC6,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,growth,Hybrid,direct,T3,30.3098,2021-04-08
INF174K01LD4,KOTAKMAHINDRAMF,Kotak Equity Arbitrage Fund - Direct Plan,1,1,5000.0,1.0,1000.0,0.001,0.001,payout,Hybrid,direct,T3,11.2084,2021-04-08
INF846K01CB0,AXISMUTUALFUND_MF,Axis Banking & PSU Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,growth,Debt,regular,T1,2062.3171,2021-04-08
INF846K01CD6,AXISMUTUALFUND_MF,Axis Banking & PSU Debt Fund,0,1,5000.0,1.0,1000.0,0.001,0.001,payout,Debt,regular,T1,1038.4778,2021-04-08
